fecha_resultado,pais,iso3c,n,n_acum
2022-08-15,Peru,PER,5826,4055943
2022-08-16,Peru,PER,7062,4063005
2022-08-17,Peru,PER,6502,4069507
2022-08-18,Peru,PER,5667,4075174
2022-08-19,Peru,PER,4410,4079584
2022-08-20,Peru,PER,2882,4082466
2022-08-21,Peru,PER,1793,4084259
2022-08-22,Peru,PER,5199,4089458
2022-08-23,Peru,PER,4278,4093736
2022-08-24,Peru,PER,3583,4097319
2022-08-25,Peru,PER,2783,4100102
2022-08-26,Peru,PER,2579,4102681
2022-08-27,Peru,PER,2114,4104795
2022-08-28,Peru,PER,880,4105675
2022-08-29,Peru,PER,2323,4107998
2022-08-30,Peru,PER,977,4108975
2022-08-31,Peru,PER,2406,4111381
2022-09-01,Peru,PER,2374,4113755
2022-09-02,Peru,PER,1498,4115253
2022-09-03,Peru,PER,1198,4116451
2022-09-04,Peru,PER,626,4117077
2022-09-05,Peru,PER,1442,4118519
2022-09-06,Peru,PER,1574,4120093
2022-09-07,Peru,PER,1588,4121681
2022-09-08,Peru,PER,1639,4123320
2022-09-09,Peru,PER,1185,4124505
2022-09-10,Peru,PER,826,4125331
2022-09-11,Peru,PER,375,4125706
2022-09-12,Peru,PER,967,4126673
2022-09-13,Peru,PER,1042,4127715
2022-09-14,Peru,PER,917,4128632
2022-09-15,Peru,PER,895,4129527
2022-09-16,Peru,PER,446,4129973
NA,Peru,PER,2023,4131996
