pais,iso3c,departamento,fecha_fallecimiento,n,n_acum
Peru,PER,AYACUCHO,2021-11-07,1,3393
Peru,PER,AYACUCHO,2021-11-08,1,3394
Peru,PER,AYACUCHO,2021-11-09,1,3395
Peru,PER,AYACUCHO,2021-11-10,1,3396
Peru,PER,AYACUCHO,2021-11-11,1,3396
Peru,PER,AYACUCHO,2021-11-12,2,3398
Peru,PER,AYACUCHO,2021-11-13,1,3399
Peru,PER,AYACUCHO,2021-11-14,3,3402
Peru,PER,AYACUCHO,2021-11-15,1,3403
Peru,PER,AYACUCHO,2021-11-16,1,3403
Peru,PER,AYACUCHO,2021-11-17,1,3404
Peru,PER,AYACUCHO,2021-11-18,1,3404
Peru,PER,AYACUCHO,2021-11-19,1,3404
Peru,PER,AYACUCHO,2021-11-20,1,3405
Peru,PER,AYACUCHO,2021-11-21,1,3405
Peru,PER,AYACUCHO,2021-11-22,1,3405
Peru,PER,AYACUCHO,2021-11-23,1,3406
Peru,PER,AYACUCHO,2021-11-24,1,3406
Peru,PER,AYACUCHO,2021-11-25,1,3406
Peru,PER,AYACUCHO,2021-11-26,1,3406
Peru,PER,AYACUCHO,2021-11-27,1,3407
Peru,PER,AYACUCHO,2021-11-28,1,3408
Peru,PER,AYACUCHO,2021-11-29,1,3409
Peru,PER,AYACUCHO,2021-11-30,2,3411
Peru,PER,AYACUCHO,2021-12-01,2,3413
Peru,PER,AYACUCHO,2021-12-02,2,3415
Peru,PER,AYACUCHO,2021-12-03,2,3415
Peru,PER,AYACUCHO,2021-12-04,2,3415
Peru,PER,AYACUCHO,2021-12-05,1,3416
Peru,PER,AYACUCHO,2021-12-06,1,3416
Peru,PER,AYACUCHO,2021-12-07,1,3417
Peru,PER,AYACUCHO,2021-12-08,1,3418
Peru,PER,AYACUCHO,2021-12-09,1,3419
Peru,PER,AYACUCHO,2021-12-10,1,3419
Peru,PER,AYACUCHO,2021-12-11,1,3419
Peru,PER,AYACUCHO,2021-12-12,3,3422
Peru,PER,AYACUCHO,2021-12-13,1,3423
Peru,PER,AYACUCHO,2021-12-14,1,3423
Peru,PER,AYACUCHO,2021-12-15,2,3425
Peru,PER,AYACUCHO,2021-12-16,1,3426
Peru,PER,AYACUCHO,2021-12-17,1,3426
Peru,PER,AYACUCHO,2021-12-18,1,3426
Peru,PER,AYACUCHO,2021-12-19,1,3426
Peru,PER,AYACUCHO,2021-12-20,1,3426
Peru,PER,AYACUCHO,2021-12-21,1,3426
Peru,PER,AYACUCHO,2021-12-22,1,3426
Peru,PER,AYACUCHO,2021-12-23,1,3426
Peru,PER,AYACUCHO,2021-12-24,1,3427
Peru,PER,AYACUCHO,2021-12-25,1,3427
Peru,PER,AYACUCHO,2021-12-26,1,3428
Peru,PER,AYACUCHO,2021-12-27,1,3429
Peru,PER,AYACUCHO,2021-12-28,1,3429
Peru,PER,AYACUCHO,2021-12-29,1,3430
Peru,PER,AYACUCHO,2021-12-30,2,3432
Peru,PER,AYACUCHO,2021-12-31,2,3432
Peru,PER,AYACUCHO,2022-01-01,2,3434
Peru,PER,AYACUCHO,2022-01-02,2,3434
Peru,PER,AYACUCHO,2022-01-03,2,3434
Peru,PER,AYACUCHO,2022-01-04,2,3434
Peru,PER,AYACUCHO,2022-01-05,2,3434
Peru,PER,AYACUCHO,2022-01-06,1,3435
Peru,PER,AYACUCHO,2022-01-07,2,3437
Peru,PER,AYACUCHO,2022-01-08,2,3437
Peru,PER,AYACUCHO,2022-01-09,2,3437
Peru,PER,AYACUCHO,2022-01-10,2,3439
Peru,PER,AYACUCHO,2022-01-11,1,3440
Peru,PER,AYACUCHO,2022-01-12,1,3441
Peru,PER,AYACUCHO,2022-01-13,1,3442
Peru,PER,AYACUCHO,2022-01-14,1,3442
Peru,PER,AYACUCHO,2022-01-15,1,3442
Peru,PER,AYACUCHO,2022-01-16,1,3443
Peru,PER,AYACUCHO,2022-01-17,2,3445
Peru,PER,AYACUCHO,2022-01-18,2,3445
Peru,PER,AYACUCHO,2022-01-19,1,3446
Peru,PER,AYACUCHO,2022-01-20,5,3451
Peru,PER,AYACUCHO,2022-01-21,2,3453
Peru,PER,AYACUCHO,2022-01-22,2,3455
Peru,PER,AYACUCHO,2022-01-23,5,3460
Peru,PER,AYACUCHO,2022-01-24,1,3461
Peru,PER,AYACUCHO,2022-01-25,1,3461
Peru,PER,AYACUCHO,2022-01-26,3,3464
Peru,PER,AYACUCHO,2022-01-27,4,3468
Peru,PER,AYACUCHO,2022-01-28,8,3476
Peru,PER,AYACUCHO,2022-01-29,4,3480
Peru,PER,AYACUCHO,2022-01-30,5,3485
Peru,PER,AYACUCHO,2022-01-31,8,3493
Peru,PER,AYACUCHO,2022-02-01,4,3497
Peru,PER,AYACUCHO,2022-02-02,3,3500
Peru,PER,AYACUCHO,2022-02-03,2,3502
Peru,PER,AYACUCHO,2022-02-04,2,3504
Peru,PER,AYACUCHO,2022-02-05,3,3507
Peru,PER,AYACUCHO,2022-02-06,3,3510
Peru,PER,AYACUCHO,2022-02-07,1,3511
Peru,PER,AYACUCHO,2022-02-08,6,3517
Peru,PER,AYACUCHO,2022-02-09,2,3519
Peru,PER,AYACUCHO,2022-02-10,2,3521
Peru,PER,AYACUCHO,2022-02-11,4,3525
Peru,PER,AYACUCHO,2022-02-12,2,3527
Peru,PER,AYACUCHO,2022-02-13,3,3530
Peru,PER,AYACUCHO,2022-02-14,2,3532
Peru,PER,AYACUCHO,2022-02-15,3,3535
Peru,PER,AYACUCHO,2022-02-16,3,3538
Peru,PER,AYACUCHO,2022-02-17,1,3539
Peru,PER,AYACUCHO,2022-02-18,1,3539
Peru,PER,CAJAMARCA,2020-04-01,2,2
Peru,PER,CAJAMARCA,2020-04-02,2,2
Peru,PER,CAJAMARCA,2020-04-03,2,4
Peru,PER,CAJAMARCA,2020-04-04,2,4
Peru,PER,CAJAMARCA,2020-04-05,2,4
Peru,PER,CAJAMARCA,2020-04-06,1,5
Peru,PER,CAJAMARCA,2020-04-07,1,5
Peru,PER,CAJAMARCA,2020-04-08,2,7
Peru,PER,CAJAMARCA,2020-04-09,2,7
Peru,PER,CAJAMARCA,2020-04-10,2,7
Peru,PER,CAJAMARCA,2020-04-11,2,9
Peru,PER,CAJAMARCA,2020-04-12,2,9
Peru,PER,CAJAMARCA,2020-04-13,3,12
Peru,PER,CAJAMARCA,2020-04-14,3,12
Peru,PER,CAJAMARCA,2020-04-15,1,13
Peru,PER,CAJAMARCA,2020-04-16,2,15
Peru,PER,CAJAMARCA,2020-04-17,2,15
Peru,PER,CAJAMARCA,2020-04-18,2,15
Peru,PER,CAJAMARCA,2020-04-19,1,16
Peru,PER,CAJAMARCA,2020-04-20,2,18
Peru,PER,CAJAMARCA,2020-04-21,2,18
Peru,PER,CAJAMARCA,2020-04-22,2,18
Peru,PER,CAJAMARCA,2020-04-23,2,18
Peru,PER,CAJAMARCA,2020-04-24,2,18
Peru,PER,CAJAMARCA,2020-04-25,2,20
Peru,PER,CAJAMARCA,2020-04-26,2,20
Peru,PER,CAJAMARCA,2020-04-27,3,23
Peru,PER,CAJAMARCA,2020-04-28,3,23
Peru,PER,CAJAMARCA,2020-04-29,3,26
Peru,PER,CAJAMARCA,2020-04-30,3,26
Peru,PER,CAJAMARCA,2020-05-01,2,28
Peru,PER,CAJAMARCA,2020-05-02,1,29
Peru,PER,CAJAMARCA,2020-05-03,1,29
Peru,PER,CAJAMARCA,2020-05-04,1,29
Peru,PER,CAJAMARCA,2020-05-05,1,29
Peru,PER,CAJAMARCA,2020-05-06,5,34
Peru,PER,CAJAMARCA,2020-05-07,5,34
Peru,PER,CAJAMARCA,2020-05-08,5,34
Peru,PER,CAJAMARCA,2020-05-09,1,35
Peru,PER,CAJAMARCA,2020-05-10,2,37
Peru,PER,CAJAMARCA,2020-05-11,2,37
Peru,PER,CAJAMARCA,2020-05-12,2,37
Peru,PER,CAJAMARCA,2020-05-13,2,37
Peru,PER,CAJAMARCA,2020-05-14,2,37
Peru,PER,CAJAMARCA,2020-05-15,2,37
Peru,PER,CAJAMARCA,2020-05-16,7,44
Peru,PER,CAJAMARCA,2020-05-17,2,46
Peru,PER,CAJAMARCA,2020-05-18,4,50
Peru,PER,CAJAMARCA,2020-05-19,5,55
Peru,PER,CAJAMARCA,2020-05-20,5,55
Peru,PER,CAJAMARCA,2020-05-21,1,56
Peru,PER,CAJAMARCA,2020-05-22,4,60
Peru,PER,CAJAMARCA,2020-05-23,4,60
Peru,PER,CAJAMARCA,2020-05-24,4,60
Peru,PER,CAJAMARCA,2020-05-25,1,61
Peru,PER,CAJAMARCA,2020-05-26,1,61
Peru,PER,CAJAMARCA,2020-05-27,2,63
Peru,PER,CAJAMARCA,2020-05-28,2,65
Peru,PER,CAJAMARCA,2020-05-29,4,69
Peru,PER,CAJAMARCA,2020-05-30,5,74
Peru,PER,CAJAMARCA,2020-05-31,2,76
Peru,PER,CAJAMARCA,2020-06-01,2,78
Peru,PER,CAJAMARCA,2020-06-02,2,78
Peru,PER,CAJAMARCA,2020-06-03,3,81
Peru,PER,CAJAMARCA,2020-06-04,6,87
Peru,PER,CAJAMARCA,2020-06-05,6,87
Peru,PER,CAJAMARCA,2020-06-06,5,92
Peru,PER,CAJAMARCA,2020-06-07,4,96
Peru,PER,CAJAMARCA,2020-06-08,6,102
Peru,PER,CAJAMARCA,2020-06-09,6,108
Peru,PER,CAJAMARCA,2020-06-10,7,115
Peru,PER,CAJAMARCA,2020-06-11,4,119
Peru,PER,CAJAMARCA,2020-06-12,4,123
Peru,PER,CAJAMARCA,2020-06-13,6,129
Peru,PER,CAJAMARCA,2020-06-14,5,134
Peru,PER,CAJAMARCA,2020-06-15,9,143
Peru,PER,CAJAMARCA,2020-06-16,5,148
Peru,PER,CAJAMARCA,2020-06-17,4,152
Peru,PER,CAJAMARCA,2020-06-18,4,156
Peru,PER,CAJAMARCA,2020-06-19,2,158
Peru,PER,CAJAMARCA,2020-06-20,6,164
Peru,PER,CAJAMARCA,2020-06-21,3,167
Peru,PER,CAJAMARCA,2020-06-22,11,178
Peru,PER,CAJAMARCA,2020-06-23,8,186
Peru,PER,CAJAMARCA,2020-06-24,10,196
Peru,PER,CAJAMARCA,2020-06-25,4,200
Peru,PER,CAJAMARCA,2020-06-26,15,215
Peru,PER,CAJAMARCA,2020-06-27,24,239
Peru,PER,CAJAMARCA,2020-06-28,22,261
Peru,PER,CAJAMARCA,2020-06-29,22,283
Peru,PER,CAJAMARCA,2020-06-30,20,303
Peru,PER,CAJAMARCA,2020-07-01,16,319
Peru,PER,CAJAMARCA,2020-07-02,36,355
Peru,PER,CAJAMARCA,2020-07-03,18,373
Peru,PER,CAJAMARCA,2020-07-04,14,387
Peru,PER,CAJAMARCA,2020-07-05,36,423
Peru,PER,CAJAMARCA,2020-07-06,36,459
Peru,PER,CAJAMARCA,2020-07-07,27,486
Peru,PER,CAJAMARCA,2020-07-08,28,514
Peru,PER,CAJAMARCA,2020-07-09,16,530
Peru,PER,CAJAMARCA,2020-07-10,20,550
Peru,PER,CAJAMARCA,2020-07-11,38,588
Peru,PER,CAJAMARCA,2020-07-12,32,620
Peru,PER,CAJAMARCA,2020-07-13,24,644
Peru,PER,CAJAMARCA,2020-07-14,33,677
Peru,PER,CAJAMARCA,2020-07-15,51,728
Peru,PER,CAJAMARCA,2020-07-16,40,768
Peru,PER,CAJAMARCA,2020-07-17,45,813
Peru,PER,CAJAMARCA,2020-07-18,44,857
Peru,PER,CAJAMARCA,2020-07-19,37,894
Peru,PER,CAJAMARCA,2020-07-20,45,939
Peru,PER,CAJAMARCA,2020-07-21,41,980
Peru,PER,CAJAMARCA,2020-07-22,44,1024
Peru,PER,CAJAMARCA,2020-07-23,37,1061
Peru,PER,CAJAMARCA,2020-07-24,44,1105
Peru,PER,CAJAMARCA,2020-07-25,66,1171
Peru,PER,CAJAMARCA,2020-07-26,40,1211
Peru,PER,CAJAMARCA,2020-07-27,48,1259
Peru,PER,CAJAMARCA,2020-07-28,37,1296
Peru,PER,CAJAMARCA,2020-07-29,35,1331
Peru,PER,CAJAMARCA,2020-07-30,35,1366
Peru,PER,CAJAMARCA,2020-07-31,35,1401
Peru,PER,CAJAMARCA,2020-08-01,38,1439
Peru,PER,CAJAMARCA,2020-08-02,30,1469
Peru,PER,CAJAMARCA,2020-08-03,40,1509
Peru,PER,CAJAMARCA,2020-08-04,36,1545
Peru,PER,CAJAMARCA,2020-08-05,26,1571
Peru,PER,CAJAMARCA,2020-08-06,45,1616
Peru,PER,CAJAMARCA,2020-08-07,31,1647
Peru,PER,CAJAMARCA,2020-08-08,29,1676
Peru,PER,CAJAMARCA,2020-08-09,22,1698
Peru,PER,CAJAMARCA,2020-08-10,38,1736
Peru,PER,CAJAMARCA,2020-08-11,25,1761
Peru,PER,CAJAMARCA,2020-08-12,25,1786
Peru,PER,CAJAMARCA,2020-08-13,26,1812
Peru,PER,CAJAMARCA,2020-08-14,21,1833
Peru,PER,CAJAMARCA,2020-08-15,19,1852
Peru,PER,CAJAMARCA,2020-08-16,28,1880
Peru,PER,CAJAMARCA,2020-08-17,18,1898
Peru,PER,CAJAMARCA,2020-08-18,28,1926
Peru,PER,CAJAMARCA,2020-08-19,33,1959
Peru,PER,CAJAMARCA,2020-08-20,26,1985
Peru,PER,CAJAMARCA,2020-08-21,13,1998
Peru,PER,CAJAMARCA,2020-08-22,26,2024
Peru,PER,CAJAMARCA,2020-08-23,23,2047
Peru,PER,CAJAMARCA,2020-08-24,30,2077
Peru,PER,CAJAMARCA,2020-08-25,35,2112
Peru,PER,CAJAMARCA,2020-08-26,15,2127
Peru,PER,CAJAMARCA,2020-08-27,10,2137
Peru,PER,CAJAMARCA,2020-08-28,19,2156
Peru,PER,CAJAMARCA,2020-08-29,11,2167
Peru,PER,CAJAMARCA,2020-08-30,23,2190
Peru,PER,CAJAMARCA,2020-08-31,22,2212
Peru,PER,CAJAMARCA,2020-09-01,8,2220
Peru,PER,CAJAMARCA,2020-09-02,17,2237
Peru,PER,CAJAMARCA,2020-09-03,10,2247
Peru,PER,CAJAMARCA,2020-09-04,19,2266
Peru,PER,CAJAMARCA,2020-09-05,16,2282
Peru,PER,CAJAMARCA,2020-09-06,19,2301
Peru,PER,CAJAMARCA,2020-09-07,4,2305
Peru,PER,CAJAMARCA,2020-09-08,10,2315
Peru,PER,CAJAMARCA,2020-09-09,16,2331
Peru,PER,CAJAMARCA,2020-09-10,7,2338
Peru,PER,CAJAMARCA,2020-09-11,15,2353
Peru,PER,CAJAMARCA,2020-09-12,12,2365
Peru,PER,CAJAMARCA,2020-09-13,18,2383
Peru,PER,CAJAMARCA,2020-09-14,9,2392
Peru,PER,CAJAMARCA,2020-09-15,20,2412
Peru,PER,CAJAMARCA,2020-09-16,16,2428
Peru,PER,CAJAMARCA,2020-09-17,10,2438
Peru,PER,CAJAMARCA,2020-09-18,4,2442
Peru,PER,CAJAMARCA,2020-09-19,19,2461
Peru,PER,CAJAMARCA,2020-09-20,4,2465
Peru,PER,CAJAMARCA,2020-09-21,5,2470
Peru,PER,CAJAMARCA,2020-09-22,5,2475
Peru,PER,CAJAMARCA,2020-09-23,4,2479
Peru,PER,CAJAMARCA,2020-09-24,17,2496
Peru,PER,CAJAMARCA,2020-09-25,12,2508
Peru,PER,CAJAMARCA,2020-09-26,13,2521
Peru,PER,CAJAMARCA,2020-09-27,12,2533
Peru,PER,CAJAMARCA,2020-09-28,6,2539
Peru,PER,CAJAMARCA,2020-09-29,5,2544
Peru,PER,CAJAMARCA,2020-09-30,7,2551
Peru,PER,CAJAMARCA,2020-10-01,3,2554
Peru,PER,CAJAMARCA,2020-10-02,7,2561
Peru,PER,CAJAMARCA,2020-10-03,3,2564
Peru,PER,CAJAMARCA,2020-10-04,9,2573
Peru,PER,CAJAMARCA,2020-10-05,12,2585
Peru,PER,CAJAMARCA,2020-10-06,2,2587
Peru,PER,CAJAMARCA,2020-10-07,9,2596
Peru,PER,CAJAMARCA,2020-10-08,3,2599
Peru,PER,CAJAMARCA,2020-10-09,2,2601
Peru,PER,CAJAMARCA,2020-10-10,7,2608
Peru,PER,CAJAMARCA,2020-10-11,4,2612
Peru,PER,CAJAMARCA,2020-10-12,3,2615
Peru,PER,CAJAMARCA,2020-10-13,4,2619
Peru,PER,CAJAMARCA,2020-10-14,7,2626
Peru,PER,CAJAMARCA,2020-10-15,7,2633
Peru,PER,CAJAMARCA,2020-10-16,2,2635
Peru,PER,CAJAMARCA,2020-10-17,6,2641
Peru,PER,CAJAMARCA,2020-10-18,4,2645
Peru,PER,CAJAMARCA,2020-10-19,13,2658
Peru,PER,CAJAMARCA,2020-10-20,2,2660
Peru,PER,CAJAMARCA,2020-10-21,5,2665
Peru,PER,CAJAMARCA,2020-10-22,1,2666
Peru,PER,CAJAMARCA,2020-10-23,2,2668
Peru,PER,CAJAMARCA,2020-10-24,6,2674
Peru,PER,CAJAMARCA,2020-10-25,5,2679
Peru,PER,CAJAMARCA,2020-10-26,4,2683
Peru,PER,CAJAMARCA,2020-10-27,7,2690
Peru,PER,CAJAMARCA,2020-10-28,6,2696
Peru,PER,CAJAMARCA,2020-10-29,5,2701
Peru,PER,CAJAMARCA,2020-10-30,3,2704
Peru,PER,CAJAMARCA,2020-10-31,4,2708
Peru,PER,CAJAMARCA,2020-11-01,3,2711
Peru,PER,CAJAMARCA,2020-11-02,12,2723
Peru,PER,CAJAMARCA,2020-11-03,3,2726
Peru,PER,CAJAMARCA,2020-11-04,6,2732
Peru,PER,CAJAMARCA,2020-11-05,4,2736
Peru,PER,CAJAMARCA,2020-11-06,4,2740
Peru,PER,CAJAMARCA,2020-11-07,5,2745
Peru,PER,CAJAMARCA,2020-11-08,5,2745
Peru,PER,CAJAMARCA,2020-11-09,6,2751
Peru,PER,CAJAMARCA,2020-11-10,11,2762
Peru,PER,CAJAMARCA,2020-11-11,1,2763
Peru,PER,CAJAMARCA,2020-11-12,5,2768
Peru,PER,CAJAMARCA,2020-11-13,4,2772
Peru,PER,CAJAMARCA,2020-11-14,4,2776
Peru,PER,CAJAMARCA,2020-11-15,5,2781
Peru,PER,CAJAMARCA,2020-11-16,3,2784
Peru,PER,CAJAMARCA,2020-11-17,3,2787
Peru,PER,CAJAMARCA,2020-11-18,3,2787
Peru,PER,CAJAMARCA,2020-11-19,2,2789
Peru,PER,CAJAMARCA,2020-11-20,8,2797
Peru,PER,CAJAMARCA,2020-11-21,8,2797
Peru,PER,CAJAMARCA,2020-11-22,5,2802
Peru,PER,CAJAMARCA,2020-11-23,7,2809
Peru,PER,CAJAMARCA,2020-11-24,4,2813
Peru,PER,CAJAMARCA,2020-11-25,2,2815
Peru,PER,CAJAMARCA,2020-11-26,2,2817
Peru,PER,CAJAMARCA,2020-11-27,2,2817
Peru,PER,CAJAMARCA,2020-11-28,2,2819
Peru,PER,CAJAMARCA,2020-11-29,2,2821
Peru,PER,CAJAMARCA,2020-11-30,2,2823
Peru,PER,CAJAMARCA,2020-12-01,7,2830
Peru,PER,CAJAMARCA,2020-12-02,4,2834
Peru,PER,CAJAMARCA,2020-12-03,4,2838
Peru,PER,CAJAMARCA,2020-12-04,10,2848
Peru,PER,CAJAMARCA,2020-12-05,3,2851
Peru,PER,CAJAMARCA,2020-12-06,4,2855
Peru,PER,CAJAMARCA,2020-12-07,4,2859
Peru,PER,CAJAMARCA,2020-12-08,8,2867
Peru,PER,CAJAMARCA,2020-12-09,4,2871
Peru,PER,CAJAMARCA,2020-12-10,7,2878
Peru,PER,CAJAMARCA,2020-12-11,10,2888
Peru,PER,CAJAMARCA,2020-12-12,4,2892
Peru,PER,CAJAMARCA,2020-12-13,4,2896
Peru,PER,CAJAMARCA,2020-12-14,5,2901
Peru,PER,CAJAMARCA,2020-12-15,3,2904
Peru,PER,CAJAMARCA,2020-12-16,5,2909
Peru,PER,CAJAMARCA,2020-12-17,6,2915
Peru,PER,CAJAMARCA,2020-12-18,3,2918
Peru,PER,CAJAMARCA,2020-12-19,4,2922
Peru,PER,CAJAMARCA,2020-12-20,3,2925
Peru,PER,CAJAMARCA,2020-12-21,7,2932
Peru,PER,CAJAMARCA,2020-12-22,7,2939
Peru,PER,CAJAMARCA,2020-12-23,6,2945
Peru,PER,CAJAMARCA,2020-12-24,2,2947
Peru,PER,CAJAMARCA,2020-12-25,1,2948
Peru,PER,CAJAMARCA,2020-12-26,7,2955
Peru,PER,CAJAMARCA,2020-12-27,2,2957
Peru,PER,CAJAMARCA,2020-12-28,8,2965
Peru,PER,CAJAMARCA,2020-12-29,4,2969
Peru,PER,CAJAMARCA,2020-12-30,1,2970
Peru,PER,CAJAMARCA,2020-12-31,6,2976
Peru,PER,CAJAMARCA,2021-01-01,4,2980
Peru,PER,CAJAMARCA,2021-01-02,1,2981
Peru,PER,CAJAMARCA,2021-01-03,2,2983
Peru,PER,CAJAMARCA,2021-01-04,12,2995
Peru,PER,CAJAMARCA,2021-01-05,9,3004
Peru,PER,CAJAMARCA,2021-01-06,5,3009
Peru,PER,CAJAMARCA,2021-01-07,5,3014
Peru,PER,CAJAMARCA,2021-01-08,5,3019
Peru,PER,CAJAMARCA,2021-01-09,3,3022
Peru,PER,CAJAMARCA,2021-01-10,4,3026
Peru,PER,CAJAMARCA,2021-01-11,6,3032
Peru,PER,CAJAMARCA,2021-01-12,4,3036
Peru,PER,CAJAMARCA,2021-01-13,8,3044
Peru,PER,CAJAMARCA,2021-01-14,5,3049
Peru,PER,CAJAMARCA,2021-01-15,14,3063
Peru,PER,CAJAMARCA,2021-01-16,10,3073
Peru,PER,CAJAMARCA,2021-01-17,7,3080
Peru,PER,CAJAMARCA,2021-01-18,6,3086
Peru,PER,CAJAMARCA,2021-01-19,17,3103
Peru,PER,CAJAMARCA,2021-01-20,17,3103
Peru,PER,CAJAMARCA,2021-01-21,8,3111
Peru,PER,CAJAMARCA,2021-01-22,9,3120
Peru,PER,CAJAMARCA,2021-01-23,16,3136
Peru,PER,CAJAMARCA,2021-01-24,13,3149
Peru,PER,CAJAMARCA,2021-01-25,13,3162
Peru,PER,CAJAMARCA,2021-01-26,8,3170
Peru,PER,CAJAMARCA,2021-01-27,15,3185
Peru,PER,CAJAMARCA,2021-01-28,12,3197
Peru,PER,CAJAMARCA,2021-01-29,14,3211
Peru,PER,CAJAMARCA,2021-01-30,6,3217
Peru,PER,CAJAMARCA,2021-01-31,15,3232
Peru,PER,CAJAMARCA,2021-02-01,16,3248
Peru,PER,CAJAMARCA,2021-02-02,24,3272
Peru,PER,CAJAMARCA,2021-02-03,11,3283
Peru,PER,CAJAMARCA,2021-02-04,14,3297
Peru,PER,CAJAMARCA,2021-02-05,12,3309
Peru,PER,CAJAMARCA,2021-02-06,19,3328
Peru,PER,CAJAMARCA,2021-02-07,20,3348
Peru,PER,CAJAMARCA,2021-02-08,9,3357
Peru,PER,CAJAMARCA,2021-02-09,22,3379
Peru,PER,CAJAMARCA,2021-02-10,16,3395
Peru,PER,CAJAMARCA,2021-02-11,13,3408
Peru,PER,CAJAMARCA,2021-02-12,21,3429
Peru,PER,CAJAMARCA,2021-02-13,24,3453
Peru,PER,CAJAMARCA,2021-02-14,9,3462
Peru,PER,CAJAMARCA,2021-02-15,20,3482
Peru,PER,CAJAMARCA,2021-02-16,10,3492
Peru,PER,CAJAMARCA,2021-02-17,9,3501
Peru,PER,CAJAMARCA,2021-02-18,15,3516
Peru,PER,CAJAMARCA,2021-02-19,12,3528
Peru,PER,CAJAMARCA,2021-02-20,5,3533
Peru,PER,CAJAMARCA,2021-02-21,14,3547
Peru,PER,CAJAMARCA,2021-02-22,15,3562
Peru,PER,CAJAMARCA,2021-02-23,16,3578
Peru,PER,CAJAMARCA,2021-02-24,9,3587
Peru,PER,CAJAMARCA,2021-02-25,19,3606
Peru,PER,CAJAMARCA,2021-02-26,15,3621
Peru,PER,CAJAMARCA,2021-02-27,14,3635
Peru,PER,CAJAMARCA,2021-02-28,10,3645
Peru,PER,CAJAMARCA,2021-03-01,11,3656
Peru,PER,CAJAMARCA,2021-03-02,25,3681
Peru,PER,CAJAMARCA,2021-03-03,12,3693
Peru,PER,CAJAMARCA,2021-03-04,16,3709
Peru,PER,CAJAMARCA,2021-03-05,10,3719
Peru,PER,CAJAMARCA,2021-03-06,21,3740
Peru,PER,CAJAMARCA,2021-03-07,13,3753
Peru,PER,CAJAMARCA,2021-03-08,15,3768
Peru,PER,CAJAMARCA,2021-03-09,16,3784
Peru,PER,CAJAMARCA,2021-03-10,16,3800
Peru,PER,CAJAMARCA,2021-03-11,25,3825
Peru,PER,CAJAMARCA,2021-03-12,21,3846
Peru,PER,CAJAMARCA,2021-03-13,18,3864
Peru,PER,CAJAMARCA,2021-03-14,15,3879
Peru,PER,CAJAMARCA,2021-03-15,14,3893
Peru,PER,CAJAMARCA,2021-03-16,23,3916
Peru,PER,CAJAMARCA,2021-03-17,20,3936
Peru,PER,CAJAMARCA,2021-03-18,31,3967
Peru,PER,CAJAMARCA,2021-03-19,24,3991
Peru,PER,CAJAMARCA,2021-03-20,17,4008
Peru,PER,CAJAMARCA,2021-03-21,19,4027
Peru,PER,CAJAMARCA,2021-03-22,21,4048
Peru,PER,CAJAMARCA,2021-03-23,18,4066
Peru,PER,CAJAMARCA,2021-03-24,35,4101
Peru,PER,CAJAMARCA,2021-03-25,21,4122
Peru,PER,CAJAMARCA,2021-03-26,34,4156
Peru,PER,CAJAMARCA,2021-03-27,35,4191
Peru,PER,CAJAMARCA,2021-03-28,41,4232
Peru,PER,CAJAMARCA,2021-03-29,21,4253
Peru,PER,CAJAMARCA,2021-03-30,27,4280
Peru,PER,CAJAMARCA,2021-03-31,28,4308
Peru,PER,CAJAMARCA,2021-04-01,39,4347
Peru,PER,CAJAMARCA,2021-04-02,28,4375
Peru,PER,CAJAMARCA,2021-04-03,25,4400
Peru,PER,CAJAMARCA,2021-04-04,34,4434
Peru,PER,CAJAMARCA,2021-04-05,27,4461
Peru,PER,CAJAMARCA,2021-04-06,31,4492
Peru,PER,CAJAMARCA,2021-04-07,27,4519
Peru,PER,CAJAMARCA,2021-04-08,35,4554
Peru,PER,CAJAMARCA,2021-04-09,36,4590
Peru,PER,CAJAMARCA,2021-04-10,33,4623
Peru,PER,CAJAMARCA,2021-04-11,28,4651
Peru,PER,CAJAMARCA,2021-04-12,38,4689
Peru,PER,CAJAMARCA,2021-04-13,34,4723
Peru,PER,CAJAMARCA,2021-04-14,42,4765
Peru,PER,CAJAMARCA,2021-04-15,30,4795
Peru,PER,CAJAMARCA,2021-04-16,24,4819
Peru,PER,CAJAMARCA,2021-04-17,46,4865
Peru,PER,CAJAMARCA,2021-04-18,27,4892
Peru,PER,CAJAMARCA,2021-04-19,49,4941
Peru,PER,CAJAMARCA,2021-04-20,31,4972
Peru,PER,CAJAMARCA,2021-04-21,49,5021
Peru,PER,CAJAMARCA,2021-04-22,57,5078
Peru,PER,CAJAMARCA,2021-04-23,48,5126
Peru,PER,CAJAMARCA,2021-04-24,31,5157
Peru,PER,CAJAMARCA,2021-04-25,43,5200
Peru,PER,CAJAMARCA,2021-04-26,25,5225
Peru,PER,CAJAMARCA,2021-04-27,42,5267
Peru,PER,CAJAMARCA,2021-04-28,38,5305
Peru,PER,CAJAMARCA,2021-04-29,51,5356
Peru,PER,CAJAMARCA,2021-04-30,37,5393
Peru,PER,CAJAMARCA,2021-05-01,48,5441
Peru,PER,CAJAMARCA,2021-05-02,46,5487
Peru,PER,CAJAMARCA,2021-05-03,29,5516
Peru,PER,CAJAMARCA,2021-05-04,47,5563
Peru,PER,CAJAMARCA,2021-05-05,32,5595
Peru,PER,CAJAMARCA,2021-05-06,37,5632
Peru,PER,CAJAMARCA,2021-05-07,29,5661
