pais,iso3c,departamento,fecha_fallecimiento,n,n_acum
Peru,PER,AMAZONAS,2020-04-05,1,1
Peru,PER,AMAZONAS,2020-04-06,1,1
Peru,PER,AMAZONAS,2020-04-07,1,1
Peru,PER,AMAZONAS,2020-04-08,1,1
Peru,PER,AMAZONAS,2020-04-09,1,1
Peru,PER,AMAZONAS,2020-04-10,1,1
Peru,PER,AMAZONAS,2020-04-11,1,1
Peru,PER,AMAZONAS,2020-04-12,1,1
Peru,PER,AMAZONAS,2020-04-13,1,1
Peru,PER,AMAZONAS,2020-04-14,1,1
Peru,PER,AMAZONAS,2020-04-15,1,1
Peru,PER,AMAZONAS,2020-04-16,1,1
Peru,PER,AMAZONAS,2020-04-17,1,1
Peru,PER,AMAZONAS,2020-04-18,1,1
Peru,PER,AMAZONAS,2020-04-19,1,1
Peru,PER,AMAZONAS,2020-04-20,1,1
Peru,PER,AMAZONAS,2020-04-21,1,1
Peru,PER,AMAZONAS,2020-04-22,1,1
Peru,PER,AMAZONAS,2020-04-23,1,1
Peru,PER,AMAZONAS,2020-04-24,1,1
Peru,PER,AMAZONAS,2020-04-25,1,1
Peru,PER,AMAZONAS,2020-04-26,1,2
Peru,PER,AMAZONAS,2020-04-27,1,2
Peru,PER,AMAZONAS,2020-04-28,1,2
Peru,PER,AMAZONAS,2020-04-29,1,2
Peru,PER,AMAZONAS,2020-04-30,1,2
Peru,PER,AMAZONAS,2020-05-01,2,4
Peru,PER,AMAZONAS,2020-05-02,2,4
Peru,PER,AMAZONAS,2020-05-03,2,6
Peru,PER,AMAZONAS,2020-05-04,2,8
Peru,PER,AMAZONAS,2020-05-05,4,12
Peru,PER,AMAZONAS,2020-05-06,4,16
Peru,PER,AMAZONAS,2020-05-07,4,16
Peru,PER,AMAZONAS,2020-05-08,4,16
Peru,PER,AMAZONAS,2020-05-09,2,18
Peru,PER,AMAZONAS,2020-05-10,5,23
Peru,PER,AMAZONAS,2020-05-11,2,25
Peru,PER,AMAZONAS,2020-05-12,1,26
Peru,PER,AMAZONAS,2020-05-13,5,31
Peru,PER,AMAZONAS,2020-05-14,2,33
Peru,PER,AMAZONAS,2020-05-15,2,35
Peru,PER,AMAZONAS,2020-05-16,4,39
Peru,PER,AMAZONAS,2020-05-17,4,43
Peru,PER,AMAZONAS,2020-05-18,2,45
Peru,PER,AMAZONAS,2020-05-19,2,47
Peru,PER,AMAZONAS,2020-05-20,2,47
Peru,PER,AMAZONAS,2020-05-21,6,53
Peru,PER,AMAZONAS,2020-05-22,6,53
Peru,PER,AMAZONAS,2020-05-23,3,56
Peru,PER,AMAZONAS,2020-05-24,2,58
Peru,PER,AMAZONAS,2020-05-25,1,59
Peru,PER,AMAZONAS,2020-05-26,1,59
Peru,PER,AMAZONAS,2020-05-27,1,59
Peru,PER,AMAZONAS,2020-05-28,4,63
Peru,PER,AMAZONAS,2020-05-29,1,64
Peru,PER,AMAZONAS,2020-05-30,1,65
Peru,PER,AMAZONAS,2020-05-31,1,65
Peru,PER,AMAZONAS,2020-06-01,3,68
Peru,PER,AMAZONAS,2020-06-02,4,72
Peru,PER,AMAZONAS,2020-06-03,12,84
Peru,PER,AMAZONAS,2020-06-04,6,90
Peru,PER,AMAZONAS,2020-06-05,6,90
Peru,PER,AMAZONAS,2020-06-06,2,92
Peru,PER,AMAZONAS,2020-06-07,2,92
Peru,PER,AMAZONAS,2020-06-08,5,97
Peru,PER,AMAZONAS,2020-06-09,4,101
Peru,PER,AMAZONAS,2020-06-10,4,101
Peru,PER,AMAZONAS,2020-06-11,4,101
Peru,PER,AMAZONAS,2020-06-12,7,108
Peru,PER,AMAZONAS,2020-06-13,3,111
Peru,PER,AMAZONAS,2020-06-14,2,113
Peru,PER,AMAZONAS,2020-06-15,8,121
Peru,PER,AMAZONAS,2020-06-16,6,127
Peru,PER,AMAZONAS,2020-06-17,5,132
Peru,PER,AMAZONAS,2020-06-18,8,140
Peru,PER,AMAZONAS,2020-06-19,2,142
Peru,PER,AMAZONAS,2020-06-20,7,149
Peru,PER,AMAZONAS,2020-06-21,9,158
Peru,PER,AMAZONAS,2020-06-22,6,164
Peru,PER,AMAZONAS,2020-06-23,6,164
Peru,PER,AMAZONAS,2020-06-24,8,172
Peru,PER,AMAZONAS,2020-06-25,10,182
Peru,PER,AMAZONAS,2020-06-26,20,202
Peru,PER,AMAZONAS,2020-06-27,14,216
Peru,PER,AMAZONAS,2020-06-28,10,226
Peru,PER,AMAZONAS,2020-06-29,14,240
Peru,PER,AMAZONAS,2020-06-30,6,246
Peru,PER,AMAZONAS,2020-07-01,12,258
Peru,PER,AMAZONAS,2020-07-02,9,267
Peru,PER,AMAZONAS,2020-07-03,23,290
Peru,PER,AMAZONAS,2020-07-04,13,303
Peru,PER,AMAZONAS,2020-07-05,10,313
Peru,PER,AMAZONAS,2020-07-06,25,338
Peru,PER,AMAZONAS,2020-07-07,4,342
Peru,PER,AMAZONAS,2020-07-08,8,350
Peru,PER,AMAZONAS,2020-07-09,15,365
Peru,PER,AMAZONAS,2020-07-10,18,383
Peru,PER,AMAZONAS,2020-07-11,8,391
Peru,PER,AMAZONAS,2020-07-12,24,415
Peru,PER,AMAZONAS,2020-07-13,14,429
Peru,PER,AMAZONAS,2020-07-14,7,436
Peru,PER,AMAZONAS,2020-07-15,20,456
Peru,PER,AMAZONAS,2020-07-16,5,461
Peru,PER,AMAZONAS,2020-07-17,11,472
Peru,PER,AMAZONAS,2020-07-18,16,488
Peru,PER,AMAZONAS,2020-07-19,12,500
Peru,PER,AMAZONAS,2020-07-20,8,508
Peru,PER,AMAZONAS,2020-07-21,24,532
Peru,PER,AMAZONAS,2020-07-22,18,550
Peru,PER,AMAZONAS,2020-07-23,16,566
Peru,PER,AMAZONAS,2020-07-24,9,575
Peru,PER,AMAZONAS,2020-07-25,14,589
Peru,PER,AMAZONAS,2020-07-26,8,597
Peru,PER,AMAZONAS,2020-07-27,14,611
Peru,PER,AMAZONAS,2020-07-28,6,617
Peru,PER,AMAZONAS,2020-07-29,9,626
Peru,PER,AMAZONAS,2020-07-30,10,636
Peru,PER,AMAZONAS,2020-07-31,9,645
Peru,PER,AMAZONAS,2020-08-01,2,647
Peru,PER,AMAZONAS,2020-08-02,16,663
Peru,PER,AMAZONAS,2020-08-03,7,670
Peru,PER,AMAZONAS,2020-08-04,8,678
Peru,PER,AMAZONAS,2020-08-05,6,684
Peru,PER,AMAZONAS,2020-08-06,6,690
Peru,PER,AMAZONAS,2020-08-07,7,697
Peru,PER,AMAZONAS,2020-08-08,7,704
Peru,PER,AMAZONAS,2020-08-09,6,710
Peru,PER,AMAZONAS,2020-08-10,11,721
Peru,PER,AMAZONAS,2020-08-11,11,721
Peru,PER,AMAZONAS,2020-08-12,8,729
Peru,PER,AMAZONAS,2020-08-13,3,732
Peru,PER,AMAZONAS,2020-08-14,10,742
Peru,PER,AMAZONAS,2020-08-15,2,744
Peru,PER,AMAZONAS,2020-08-16,6,750
Peru,PER,AMAZONAS,2020-08-17,2,752
Peru,PER,AMAZONAS,2020-08-18,4,756
Peru,PER,AMAZONAS,2020-08-19,4,756
Peru,PER,AMAZONAS,2020-08-20,4,756
Peru,PER,AMAZONAS,2020-08-21,11,767
Peru,PER,AMAZONAS,2020-08-22,2,769
Peru,PER,AMAZONAS,2020-08-23,8,777
Peru,PER,AMAZONAS,2020-08-24,4,781
Peru,PER,AMAZONAS,2020-08-25,6,787
Peru,PER,AMAZONAS,2020-08-26,2,789
Peru,PER,AMAZONAS,2020-08-27,6,795
Peru,PER,AMAZONAS,2020-08-28,4,799
Peru,PER,AMAZONAS,2020-08-29,2,801
Peru,PER,AMAZONAS,2020-08-30,1,802
Peru,PER,AMAZONAS,2020-08-31,4,806
Peru,PER,AMAZONAS,2020-09-01,2,808
Peru,PER,AMAZONAS,2020-09-02,2,810
Peru,PER,AMAZONAS,2020-09-03,2,812
Peru,PER,AMAZONAS,2020-09-04,2,812
Peru,PER,AMAZONAS,2020-09-05,4,816
Peru,PER,AMAZONAS,2020-09-06,8,824
Peru,PER,AMAZONAS,2020-09-07,6,830
Peru,PER,AMAZONAS,2020-09-08,5,835
Peru,PER,AMAZONAS,2020-09-09,16,851
Peru,PER,AMAZONAS,2020-09-10,6,857
Peru,PER,AMAZONAS,2020-09-11,5,862
Peru,PER,AMAZONAS,2020-09-12,4,866
Peru,PER,AMAZONAS,2020-09-13,10,876
Peru,PER,AMAZONAS,2020-09-14,2,878
Peru,PER,AMAZONAS,2020-09-15,2,880
Peru,PER,AMAZONAS,2020-09-16,2,880
Peru,PER,AMAZONAS,2020-09-17,3,883
Peru,PER,AMAZONAS,2020-09-18,11,894
Peru,PER,AMAZONAS,2020-09-19,11,905
Peru,PER,AMAZONAS,2020-09-20,4,909
Peru,PER,AMAZONAS,2020-09-21,6,915
Peru,PER,AMAZONAS,2020-09-22,4,919
Peru,PER,AMAZONAS,2020-09-23,6,925
Peru,PER,AMAZONAS,2020-09-24,5,930
Peru,PER,AMAZONAS,2020-09-25,5,935
Peru,PER,AMAZONAS,2020-09-26,4,939
Peru,PER,AMAZONAS,2020-09-27,1,940
Peru,PER,AMAZONAS,2020-09-28,5,945
Peru,PER,AMAZONAS,2020-09-29,4,949
Peru,PER,AMAZONAS,2020-09-30,4,949
Peru,PER,AMAZONAS,2020-10-01,4,949
Peru,PER,AMAZONAS,2020-10-02,8,957
Peru,PER,AMAZONAS,2020-10-03,8,957
Peru,PER,AMAZONAS,2020-10-04,2,959
Peru,PER,AMAZONAS,2020-10-05,2,959
Peru,PER,AMAZONAS,2020-10-06,2,961
Peru,PER,AMAZONAS,2020-10-07,2,963
Peru,PER,AMAZONAS,2020-10-08,2,965
Peru,PER,AMAZONAS,2020-10-09,4,969
Peru,PER,AMAZONAS,2020-10-10,2,971
Peru,PER,AMAZONAS,2020-10-11,2,973
Peru,PER,AMAZONAS,2020-10-12,4,977
Peru,PER,AMAZONAS,2020-10-13,2,979
Peru,PER,AMAZONAS,2020-10-14,2,981
Peru,PER,AMAZONAS,2020-10-15,4,985
Peru,PER,AMAZONAS,2020-10-16,3,988
Peru,PER,AMAZONAS,2020-10-17,3,988
Peru,PER,AMAZONAS,2020-10-18,1,989
Peru,PER,AMAZONAS,2020-10-19,1,990
Peru,PER,AMAZONAS,2020-10-20,2,992
Peru,PER,AMAZONAS,2020-10-21,3,995
Peru,PER,AMAZONAS,2020-10-22,4,999
Peru,PER,AMAZONAS,2020-10-23,4,1003
Peru,PER,AMAZONAS,2020-10-24,1,1004
Peru,PER,AMAZONAS,2020-10-25,1,1004
Peru,PER,AMAZONAS,2020-10-26,2,1006
Peru,PER,AMAZONAS,2020-10-27,2,1006
Peru,PER,AMAZONAS,2020-10-28,2,1006
Peru,PER,AMAZONAS,2020-10-29,2,1006
Peru,PER,AMAZONAS,2020-10-30,2,1008
Peru,PER,AMAZONAS,2020-10-31,4,1012
Peru,PER,AMAZONAS,2020-11-01,4,1016
Peru,PER,AMAZONAS,2020-11-02,1,1017
Peru,PER,AMAZONAS,2020-11-03,2,1019
Peru,PER,AMAZONAS,2020-11-04,3,1022
Peru,PER,AMAZONAS,2020-11-05,3,1022
Peru,PER,AMAZONAS,2020-11-06,2,1024
Peru,PER,AMAZONAS,2020-11-07,2,1024
Peru,PER,AMAZONAS,2020-11-08,2,1026
Peru,PER,AMAZONAS,2020-11-09,2,1026
Peru,PER,AMAZONAS,2020-11-10,1,1027
Peru,PER,AMAZONAS,2020-11-11,2,1029
Peru,PER,AMAZONAS,2020-11-12,2,1029
Peru,PER,AMAZONAS,2020-11-13,2,1031
Peru,PER,AMAZONAS,2020-11-14,3,1034
Peru,PER,AMAZONAS,2020-11-15,3,1034
Peru,PER,AMAZONAS,2020-11-16,3,1034
Peru,PER,AMAZONAS,2020-11-17,3,1034
Peru,PER,AMAZONAS,2020-11-18,3,1034
Peru,PER,AMAZONAS,2020-11-19,1,1035
Peru,PER,AMAZONAS,2020-11-20,2,1037
Peru,PER,AMAZONAS,2020-11-21,2,1039
Peru,PER,AMAZONAS,2020-11-22,2,1041
Peru,PER,AMAZONAS,2020-11-23,4,1045
Peru,PER,AMAZONAS,2020-11-24,1,1046
Peru,PER,AMAZONAS,2020-11-25,1,1046
Peru,PER,AMAZONAS,2020-11-26,5,1051
Peru,PER,AMAZONAS,2020-11-27,5,1051
Peru,PER,AMAZONAS,2020-11-28,1,1052
Peru,PER,AMAZONAS,2020-11-29,1,1053
Peru,PER,AMAZONAS,2020-11-30,1,1053
Peru,PER,AMAZONAS,2020-12-01,1,1053
Peru,PER,AMAZONAS,2020-12-02,2,1055
Peru,PER,AMAZONAS,2020-12-03,2,1055
Peru,PER,AMAZONAS,2020-12-04,1,1056
Peru,PER,AMAZONAS,2020-12-05,2,1058
Peru,PER,AMAZONAS,2020-12-06,2,1058
Peru,PER,AMAZONAS,2020-12-07,2,1058
Peru,PER,AMAZONAS,2020-12-08,2,1060
Peru,PER,AMAZONAS,2020-12-09,2,1060
Peru,PER,AMAZONAS,2020-12-10,2,1062
Peru,PER,AMAZONAS,2020-12-11,2,1064
Peru,PER,AMAZONAS,2020-12-12,2,1064
Peru,PER,AMAZONAS,2020-12-13,2,1064
Peru,PER,AMAZONAS,2020-12-14,2,1066
Peru,PER,AMAZONAS,2020-12-15,2,1066
Peru,PER,AMAZONAS,2020-12-16,2,1066
Peru,PER,AMAZONAS,2020-12-17,2,1066
Peru,PER,AMAZONAS,2020-12-18,2,1066
Peru,PER,AMAZONAS,2020-12-19,3,1069
Peru,PER,AMAZONAS,2020-12-20,3,1072
Peru,PER,AMAZONAS,2020-12-21,3,1075
Peru,PER,AMAZONAS,2020-12-22,2,1077
Peru,PER,AMAZONAS,2020-12-23,3,1080
Peru,PER,AMAZONAS,2020-12-24,2,1082
Peru,PER,AMAZONAS,2020-12-25,1,1083
Peru,PER,AMAZONAS,2020-12-26,3,1086
Peru,PER,AMAZONAS,2020-12-27,1,1087
Peru,PER,AMAZONAS,2020-12-28,3,1090
Peru,PER,AMAZONAS,2020-12-29,3,1090
Peru,PER,AMAZONAS,2020-12-30,3,1090
Peru,PER,AMAZONAS,2020-12-31,3,1090
Peru,PER,AMAZONAS,2021-01-01,3,1090
Peru,PER,AMAZONAS,2021-01-02,3,1090
Peru,PER,AMAZONAS,2021-01-03,3,1090
Peru,PER,AMAZONAS,2021-01-04,3,1090
Peru,PER,AMAZONAS,2021-01-05,2,1092
Peru,PER,AMAZONAS,2021-01-06,1,1093
Peru,PER,AMAZONAS,2021-01-07,1,1093
Peru,PER,AMAZONAS,2021-01-08,1,1094
Peru,PER,AMAZONAS,2021-01-09,1,1094
Peru,PER,AMAZONAS,2021-01-10,4,1098
Peru,PER,AMAZONAS,2021-01-11,2,1100
Peru,PER,AMAZONAS,2021-01-12,1,1101
Peru,PER,AMAZONAS,2021-01-13,1,1101
Peru,PER,AMAZONAS,2021-01-14,1,1102
Peru,PER,AMAZONAS,2021-01-15,2,1104
Peru,PER,AMAZONAS,2021-01-16,3,1107
Peru,PER,AMAZONAS,2021-01-17,2,1109
Peru,PER,AMAZONAS,2021-01-18,3,1112
Peru,PER,AMAZONAS,2021-01-19,3,1115
Peru,PER,AMAZONAS,2021-01-20,2,1117
Peru,PER,AMAZONAS,2021-01-21,2,1119
Peru,PER,AMAZONAS,2021-01-22,5,1124
Peru,PER,AMAZONAS,2021-01-23,6,1130
Peru,PER,AMAZONAS,2021-01-24,2,1132
Peru,PER,AMAZONAS,2021-01-25,2,1132
Peru,PER,AMAZONAS,2021-01-26,4,1136
Peru,PER,AMAZONAS,2021-01-27,4,1140
Peru,PER,AMAZONAS,2021-01-28,9,1149
Peru,PER,AMAZONAS,2021-01-29,5,1154
Peru,PER,AMAZONAS,2021-01-30,5,1159
Peru,PER,AMAZONAS,2021-01-31,6,1165
Peru,PER,AMAZONAS,2021-02-01,3,1168
Peru,PER,AMAZONAS,2021-02-02,4,1172
Peru,PER,AMAZONAS,2021-02-03,3,1175
Peru,PER,AMAZONAS,2021-02-04,5,1180
Peru,PER,AMAZONAS,2021-02-05,5,1185
Peru,PER,AMAZONAS,2021-02-06,5,1185
Peru,PER,AMAZONAS,2021-02-07,3,1188
Peru,PER,AMAZONAS,2021-02-08,1,1189
Peru,PER,AMAZONAS,2021-02-09,5,1194
Peru,PER,AMAZONAS,2021-02-10,7,1201
Peru,PER,AMAZONAS,2021-02-11,3,1204
Peru,PER,AMAZONAS,2021-02-12,8,1212
Peru,PER,AMAZONAS,2021-02-13,9,1221
Peru,PER,AMAZONAS,2021-02-14,6,1227
Peru,PER,AMAZONAS,2021-02-15,4,1231
Peru,PER,AMAZONAS,2021-02-16,5,1236
Peru,PER,AMAZONAS,2021-02-17,7,1243
Peru,PER,AMAZONAS,2021-02-18,6,1249
Peru,PER,AMAZONAS,2021-02-19,8,1257
Peru,PER,AMAZONAS,2021-02-20,3,1260
Peru,PER,AMAZONAS,2021-02-21,6,1266
Peru,PER,AMAZONAS,2021-02-22,6,1272
Peru,PER,AMAZONAS,2021-02-23,4,1276
Peru,PER,AMAZONAS,2021-02-24,1,1277
Peru,PER,AMAZONAS,2021-02-25,1,1278
Peru,PER,AMAZONAS,2021-02-26,2,1280
Peru,PER,AMAZONAS,2021-02-27,3,1283
Peru,PER,AMAZONAS,2021-02-28,3,1286
Peru,PER,AMAZONAS,2021-03-01,6,1292
Peru,PER,AMAZONAS,2021-03-02,3,1295
Peru,PER,AMAZONAS,2021-03-03,2,1297
Peru,PER,AMAZONAS,2021-03-04,5,1302
Peru,PER,AMAZONAS,2021-03-05,3,1305
Peru,PER,AMAZONAS,2021-03-06,5,1310
Peru,PER,AMAZONAS,2021-03-07,3,1313
Peru,PER,AMAZONAS,2021-03-08,7,1320
Peru,PER,AMAZONAS,2021-03-09,7,1327
Peru,PER,AMAZONAS,2021-03-10,8,1335
Peru,PER,AMAZONAS,2021-03-11,6,1341
Peru,PER,AMAZONAS,2021-03-12,2,1343
Peru,PER,AMAZONAS,2021-03-13,9,1352
Peru,PER,AMAZONAS,2021-03-14,4,1356
Peru,PER,AMAZONAS,2021-03-15,2,1358
Peru,PER,AMAZONAS,2021-03-16,1,1359
Peru,PER,AMAZONAS,2021-03-17,2,1361
Peru,PER,AMAZONAS,2021-03-18,10,1371
Peru,PER,AMAZONAS,2021-03-19,4,1375
Peru,PER,AMAZONAS,2021-03-20,1,1376
Peru,PER,AMAZONAS,2021-03-21,5,1381
Peru,PER,AMAZONAS,2021-03-22,3,1384
Peru,PER,AMAZONAS,2021-03-23,4,1388
Peru,PER,AMAZONAS,2021-03-24,2,1390
Peru,PER,AMAZONAS,2021-03-25,3,1393
Peru,PER,AMAZONAS,2021-03-26,2,1395
Peru,PER,AMAZONAS,2021-03-27,4,1399
Peru,PER,AMAZONAS,2021-03-28,9,1408
Peru,PER,AMAZONAS,2021-03-29,4,1412
Peru,PER,AMAZONAS,2021-03-30,7,1419
Peru,PER,AMAZONAS,2021-03-31,3,1422
Peru,PER,AMAZONAS,2021-04-01,7,1429
Peru,PER,AMAZONAS,2021-04-02,7,1436
Peru,PER,AMAZONAS,2021-04-03,6,1442
Peru,PER,AMAZONAS,2021-04-04,5,1447
Peru,PER,AMAZONAS,2021-04-05,5,1452
Peru,PER,AMAZONAS,2021-04-06,3,1455
Peru,PER,AMAZONAS,2021-04-07,6,1461
Peru,PER,AMAZONAS,2021-04-08,4,1465
Peru,PER,AMAZONAS,2021-04-09,4,1465
Peru,PER,AMAZONAS,2021-04-10,10,1475
Peru,PER,AMAZONAS,2021-04-11,8,1483
Peru,PER,AMAZONAS,2021-04-12,12,1495
Peru,PER,AMAZONAS,2021-04-13,11,1506
Peru,PER,AMAZONAS,2021-04-14,3,1509
Peru,PER,AMAZONAS,2021-04-15,7,1516
Peru,PER,AMAZONAS,2021-04-16,9,1525
Peru,PER,AMAZONAS,2021-04-17,7,1532
Peru,PER,AMAZONAS,2021-04-18,12,1544
Peru,PER,AMAZONAS,2021-04-19,11,1555
Peru,PER,AMAZONAS,2021-04-20,11,1566
Peru,PER,AMAZONAS,2021-04-21,11,1577
Peru,PER,AMAZONAS,2021-04-22,11,1588
Peru,PER,AMAZONAS,2021-04-23,17,1605
Peru,PER,AMAZONAS,2021-04-24,6,1611
Peru,PER,AMAZONAS,2021-04-25,7,1618
Peru,PER,AMAZONAS,2021-04-26,11,1629
Peru,PER,AMAZONAS,2021-04-27,3,1632
Peru,PER,AMAZONAS,2021-04-28,15,1647
Peru,PER,AMAZONAS,2021-04-29,8,1655
Peru,PER,AMAZONAS,2021-04-30,5,1660
Peru,PER,AMAZONAS,2021-05-01,14,1674
Peru,PER,AMAZONAS,2021-05-02,8,1682
Peru,PER,AMAZONAS,2021-05-03,6,1688
Peru,PER,AMAZONAS,2021-05-04,12,1700
Peru,PER,AMAZONAS,2021-05-05,14,1714
Peru,PER,AMAZONAS,2021-05-06,14,1728
Peru,PER,AMAZONAS,2021-05-07,10,1738
Peru,PER,AMAZONAS,2021-05-08,7,1745
Peru,PER,AMAZONAS,2021-05-09,9,1754
Peru,PER,AMAZONAS,2021-05-10,6,1760
Peru,PER,AMAZONAS,2021-05-11,4,1764
Peru,PER,AMAZONAS,2021-05-12,2,1766
Peru,PER,AMAZONAS,2021-05-13,9,1775
Peru,PER,AMAZONAS,2021-05-14,12,1787
Peru,PER,AMAZONAS,2021-05-15,10,1797
Peru,PER,AMAZONAS,2021-05-16,2,1799
Peru,PER,AMAZONAS,2021-05-17,6,1805
Peru,PER,AMAZONAS,2021-05-18,1,1806
Peru,PER,AMAZONAS,2021-05-19,7,1813
Peru,PER,AMAZONAS,2021-05-20,12,1825
Peru,PER,AMAZONAS,2021-05-21,6,1831
Peru,PER,AMAZONAS,2021-05-22,5,1836
Peru,PER,AMAZONAS,2021-05-23,3,1839
Peru,PER,AMAZONAS,2021-05-24,8,1847
Peru,PER,AMAZONAS,2021-05-25,5,1852
Peru,PER,AMAZONAS,2021-05-26,9,1861
Peru,PER,AMAZONAS,2021-05-27,2,1863
Peru,PER,AMAZONAS,2021-05-28,6,1869
Peru,PER,AMAZONAS,2021-05-29,6,1875
Peru,PER,AMAZONAS,2021-05-30,8,1883
Peru,PER,AMAZONAS,2021-05-31,11,1894
Peru,PER,AMAZONAS,2021-06-01,6,1900
Peru,PER,AMAZONAS,2021-06-02,8,1908
Peru,PER,AMAZONAS,2021-06-03,4,1912
Peru,PER,AMAZONAS,2021-06-04,8,1920
Peru,PER,AMAZONAS,2021-06-05,4,1924
Peru,PER,AMAZONAS,2021-06-06,7,1931
Peru,PER,AMAZONAS,2021-06-07,8,1939
Peru,PER,AMAZONAS,2021-06-08,3,1942
Peru,PER,AMAZONAS,2021-06-09,4,1946
Peru,PER,AMAZONAS,2021-06-10,7,1953
Peru,PER,AMAZONAS,2021-06-11,11,1964
Peru,PER,AMAZONAS,2021-06-12,2,1966
Peru,PER,AMAZONAS,2021-06-13,1,1967
Peru,PER,AMAZONAS,2021-06-14,2,1969
Peru,PER,AMAZONAS,2021-06-15,1,1970
Peru,PER,AMAZONAS,2021-06-16,4,1974
Peru,PER,AMAZONAS,2021-06-17,5,1979
Peru,PER,AMAZONAS,2021-06-18,2,1981
Peru,PER,AMAZONAS,2021-06-19,2,1983
Peru,PER,AMAZONAS,2021-06-20,2,1985
Peru,PER,AMAZONAS,2021-06-21,1,1986
Peru,PER,AMAZONAS,2021-06-22,1,1986
Peru,PER,AMAZONAS,2021-06-23,1,1987
Peru,PER,AMAZONAS,2021-06-24,1,1988
Peru,PER,AMAZONAS,2021-06-25,1,1989
Peru,PER,AMAZONAS,2021-06-26,3,1992
Peru,PER,AMAZONAS,2021-06-27,1,1993
Peru,PER,AMAZONAS,2021-06-28,3,1996
Peru,PER,AMAZONAS,2021-06-29,1,1997
Peru,PER,AMAZONAS,2021-06-30,3,2000
Peru,PER,AMAZONAS,2021-07-01,2,2002
Peru,PER,AMAZONAS,2021-07-02,4,2006
Peru,PER,AMAZONAS,2021-07-03,1,2007
Peru,PER,AMAZONAS,2021-07-04,5,2012
Peru,PER,AMAZONAS,2021-07-05,2,2014
Peru,PER,AMAZONAS,2021-07-06,2,2016
Peru,PER,AMAZONAS,2021-07-07,2,2018
Peru,PER,AMAZONAS,2021-07-08,2,2020
Peru,PER,AMAZONAS,2021-07-09,2,2020
Peru,PER,AMAZONAS,2021-07-10,2,2020
Peru,PER,AMAZONAS,2021-07-11,1,2021
Peru,PER,AMAZONAS,2021-07-12,2,2023
Peru,PER,AMAZONAS,2021-07-13,3,2026
Peru,PER,AMAZONAS,2021-07-14,3,2026
Peru,PER,AMAZONAS,2021-07-15,2,2028
Peru,PER,AMAZONAS,2021-07-16,1,2029
Peru,PER,AMAZONAS,2021-07-17,1,2030
Peru,PER,AMAZONAS,2021-07-18,3,2033
Peru,PER,AMAZONAS,2021-07-19,4,2037
Peru,PER,AMAZONAS,2021-07-20,4,2037
Peru,PER,AMAZONAS,2021-07-21,1,2038
Peru,PER,AMAZONAS,2021-07-22,1,2039
Peru,PER,AMAZONAS,2021-07-23,2,2041
Peru,PER,AMAZONAS,2021-07-24,1,2042
Peru,PER,AMAZONAS,2021-07-25,1,2043
Peru,PER,AMAZONAS,2021-07-26,1,2044
Peru,PER,AMAZONAS,2021-07-27,1,2045
Peru,PER,AMAZONAS,2021-07-28,4,2049
Peru,PER,AMAZONAS,2021-07-29,4,2049
Peru,PER,AMAZONAS,2021-07-30,4,2049
Peru,PER,AMAZONAS,2021-07-31,1,2050
Peru,PER,AMAZONAS,2021-08-01,1,2050
Peru,PER,AMAZONAS,2021-08-02,1,2050
Peru,PER,AMAZONAS,2021-08-03,1,2050
Peru,PER,AMAZONAS,2021-08-04,2,2052
Peru,PER,AMAZONAS,2021-08-05,2,2052
Peru,PER,AMAZONAS,2021-08-06,1,2053
Peru,PER,AMAZONAS,2021-08-07,2,2055
Peru,PER,AMAZONAS,2021-08-08,1,2056
Peru,PER,AMAZONAS,2021-08-09,1,2056
Peru,PER,AMAZONAS,2021-08-10,1,2057
Peru,PER,AMAZONAS,2021-08-11,1,2058
Peru,PER,AMAZONAS,2021-08-12,2,2060
Peru,PER,AMAZONAS,2021-08-13,2,2062
Peru,PER,AMAZONAS,2021-08-14,1,2063
Peru,PER,AMAZONAS,2021-08-15,1,2063
Peru,PER,AMAZONAS,2021-08-16,3,2066
Peru,PER,AMAZONAS,2021-08-17,1,2067
Peru,PER,AMAZONAS,2021-08-18,1,2067
Peru,PER,AMAZONAS,2021-08-19,1,2068
Peru,PER,AMAZONAS,2021-08-20,1,2069
Peru,PER,AMAZONAS,2021-08-21,1,2070
Peru,PER,AMAZONAS,2021-08-22,1,2071
Peru,PER,AMAZONAS,2021-08-23,1,2072
Peru,PER,AMAZONAS,2021-08-24,1,2072
Peru,PER,AMAZONAS,2021-08-25,2,2074
Peru,PER,AMAZONAS,2021-08-26,2,2074
Peru,PER,AMAZONAS,2021-08-27,2,2074
Peru,PER,AMAZONAS,2021-08-28,2,2074
Peru,PER,AMAZONAS,2021-08-29,2,2074
Peru,PER,AMAZONAS,2021-08-30,2,2074
Peru,PER,AMAZONAS,2021-08-31,2,2074
Peru,PER,AMAZONAS,2021-09-01,2,2074
Peru,PER,AMAZONAS,2021-09-02,2,2074
Peru,PER,AMAZONAS,2021-09-03,2,2074
Peru,PER,AMAZONAS,2021-09-04,1,2075
Peru,PER,AMAZONAS,2021-09-05,1,2075
Peru,PER,AMAZONAS,2021-09-06,2,2077
Peru,PER,AMAZONAS,2021-09-07,2,2077
Peru,PER,AMAZONAS,2021-09-08,1,2078
Peru,PER,AMAZONAS,2021-09-09,1,2078
Peru,PER,AMAZONAS,2021-09-10,2,2080
