fecha_fallecimiento,pais,iso3c,departamento,n,n_acum
2020-05-30,Peru,PER,TUMBES,4,75
2020-05-31,Peru,PER,TUMBES,1,76
2020-06-01,Peru,PER,TUMBES,1,77
2020-06-02,Peru,PER,TUMBES,2,79
2020-06-03,Peru,PER,TUMBES,3,82
2020-06-04,Peru,PER,TUMBES,2,84
2020-06-05,Peru,PER,TUMBES,2,86
2020-06-06,Peru,PER,TUMBES,3,89
2020-06-07,Peru,PER,TUMBES,2,91
2020-06-08,Peru,PER,TUMBES,2,93
2020-06-09,Peru,PER,TUMBES,2,93
2020-06-10,Peru,PER,TUMBES,2,95
2020-06-11,Peru,PER,TUMBES,1,96
2020-06-12,Peru,PER,TUMBES,1,97
2020-06-13,Peru,PER,TUMBES,1,98
2020-06-14,Peru,PER,TUMBES,1,99
2020-06-15,Peru,PER,TUMBES,5,104
2020-06-16,Peru,PER,TUMBES,2,106
2020-06-17,Peru,PER,TUMBES,2,108
2020-06-18,Peru,PER,TUMBES,2,108
2020-06-19,Peru,PER,TUMBES,1,109
2020-06-20,Peru,PER,TUMBES,1,110
2020-06-21,Peru,PER,TUMBES,1,111
2020-06-22,Peru,PER,TUMBES,1,111
2020-04-04,Peru,PER,UCAYALI,1,1
2020-04-05,Peru,PER,UCAYALI,1,1
2020-04-06,Peru,PER,UCAYALI,1,1
2020-04-07,Peru,PER,UCAYALI,1,1
2020-04-08,Peru,PER,UCAYALI,1,1
2020-04-09,Peru,PER,UCAYALI,1,1
2020-04-10,Peru,PER,UCAYALI,1,2
2020-04-11,Peru,PER,UCAYALI,1,2
2020-04-12,Peru,PER,UCAYALI,1,2
2020-04-13,Peru,PER,UCAYALI,1,2
2020-04-14,Peru,PER,UCAYALI,1,2
2020-04-15,Peru,PER,UCAYALI,2,4
2020-04-16,Peru,PER,UCAYALI,1,5
2020-04-17,Peru,PER,UCAYALI,1,5
2020-04-18,Peru,PER,UCAYALI,2,7
2020-04-19,Peru,PER,UCAYALI,4,11
2020-04-20,Peru,PER,UCAYALI,2,13
2020-04-21,Peru,PER,UCAYALI,3,16
2020-04-22,Peru,PER,UCAYALI,8,24
2020-04-23,Peru,PER,UCAYALI,1,25
2020-04-24,Peru,PER,UCAYALI,4,29
2020-04-25,Peru,PER,UCAYALI,7,36
2020-04-26,Peru,PER,UCAYALI,6,42
2020-04-27,Peru,PER,UCAYALI,1,43
2020-04-28,Peru,PER,UCAYALI,3,46
2020-04-29,Peru,PER,UCAYALI,2,48
2020-04-30,Peru,PER,UCAYALI,2,50
2020-05-01,Peru,PER,UCAYALI,7,57
2020-05-02,Peru,PER,UCAYALI,4,61
2020-05-03,Peru,PER,UCAYALI,3,64
2020-05-04,Peru,PER,UCAYALI,2,66
2020-05-05,Peru,PER,UCAYALI,6,72
2020-05-06,Peru,PER,UCAYALI,3,75
2020-05-07,Peru,PER,UCAYALI,3,78
2020-05-08,Peru,PER,UCAYALI,4,82
2020-05-09,Peru,PER,UCAYALI,3,85
2020-05-10,Peru,PER,UCAYALI,2,87
2020-05-11,Peru,PER,UCAYALI,3,90
2020-05-12,Peru,PER,UCAYALI,3,93
2020-05-13,Peru,PER,UCAYALI,1,94
2020-05-14,Peru,PER,UCAYALI,1,95
2020-05-15,Peru,PER,UCAYALI,1,96
2020-05-16,Peru,PER,UCAYALI,3,99
2020-05-17,Peru,PER,UCAYALI,2,101
2020-05-18,Peru,PER,UCAYALI,2,103
2020-05-19,Peru,PER,UCAYALI,1,104
2020-05-20,Peru,PER,UCAYALI,1,104
2020-05-21,Peru,PER,UCAYALI,1,104
2020-05-22,Peru,PER,UCAYALI,1,104
2020-05-23,Peru,PER,UCAYALI,1,104
2020-05-24,Peru,PER,UCAYALI,1,104
2020-05-25,Peru,PER,UCAYALI,1,104
2020-05-26,Peru,PER,UCAYALI,1,104
2020-05-27,Peru,PER,UCAYALI,1,105
2020-05-28,Peru,PER,UCAYALI,1,106
2020-05-29,Peru,PER,UCAYALI,1,107
2020-05-30,Peru,PER,UCAYALI,1,107
2020-05-31,Peru,PER,UCAYALI,1,107
2020-06-01,Peru,PER,UCAYALI,3,110
2020-06-02,Peru,PER,UCAYALI,3,113
2020-06-03,Peru,PER,UCAYALI,3,113
2020-06-04,Peru,PER,UCAYALI,1,114
2020-06-05,Peru,PER,UCAYALI,1,115
2020-06-06,Peru,PER,UCAYALI,2,117
2020-06-07,Peru,PER,UCAYALI,2,117
2020-06-08,Peru,PER,UCAYALI,1,118
2020-06-09,Peru,PER,UCAYALI,1,119
2020-06-10,Peru,PER,UCAYALI,1,120
2020-06-11,Peru,PER,UCAYALI,2,122
2020-06-12,Peru,PER,UCAYALI,2,122
2020-06-13,Peru,PER,UCAYALI,4,126
2020-06-14,Peru,PER,UCAYALI,1,127
2020-06-15,Peru,PER,UCAYALI,2,129
2020-06-16,Peru,PER,UCAYALI,4,133
2020-06-17,Peru,PER,UCAYALI,5,138
2020-06-18,Peru,PER,UCAYALI,5,138
2020-06-19,Peru,PER,UCAYALI,2,140
2020-06-20,Peru,PER,UCAYALI,1,141
2020-06-21,Peru,PER,UCAYALI,1,141
2020-06-22,Peru,PER,UCAYALI,1,142
