pais,iso3c,fecha_resultado,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-05-15,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,7,47
Peru,PER,2020-05-15,AYACUCHO,LA MAR,SANTA ROSA,1,1
Peru,PER,2020-05-15,AYACUCHO,PARINACOCHAS,CORACORA,2,2
Peru,PER,2020-05-15,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,1,1
Peru,PER,2020-05-15,CAJAMARCA,CAJAMARCA,CAJAMARCA,3,3
Peru,PER,2020-05-15,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,1,4
Peru,PER,2020-05-15,CAJAMARCA,CELENDIN,JOSE GALVEZ,1,1
Peru,PER,2020-05-15,CAJAMARCA,HUALGAYOC,BAMBAMARCA,1,1
Peru,PER,2020-05-15,CAJAMARCA,JAEN,JAEN,8,8
Peru,PER,2020-05-15,CAJAMARCA,JAEN,POMAHUACA,2,10
Peru,PER,2020-05-15,CAJAMARCA,JAEN,PUCARA,2,12
Peru,PER,2020-05-15,CAJAMARCA,SANTA CRUZ,NINABAMBA,1,1
Peru,PER,2020-05-15,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,1,2
Peru,PER,2020-05-15,CALLAO,CALLAO,BELLAVISTA,45,45
Peru,PER,2020-05-15,CALLAO,CALLAO,CALLAO,110,155
Peru,PER,2020-05-15,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,8,163
Peru,PER,2020-05-15,CALLAO,CALLAO,LA PERLA,2,165
Peru,PER,2020-05-15,CALLAO,CALLAO,MI PERU,1,166
Peru,PER,2020-05-15,CALLAO,CALLAO,VENTANILLA,42,208
Peru,PER,2020-05-15,CUSCO,CUSCO,CUSCO,3,3
Peru,PER,2020-05-15,CUSCO,CUSCO,SAN JERONIMO,1,4
Peru,PER,2020-05-15,CUSCO,CUSCO,WANCHAQ,1,5
Peru,PER,2020-05-15,CUSCO,ESPINAR,ESPINAR,1,1
Peru,PER,2020-05-15,CUSCO,LA CONVENCION,SANTA ANA,1,1
Peru,PER,2020-05-15,HUANCAVELICA,HUANCAVELICA,ASCENSION,1,1
Peru,PER,2020-05-15,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,5,6
Peru,PER,2020-05-15,HUANCAVELICA,HUAYTARA,HUAYTARA,2,2
Peru,PER,2020-05-15,HUANCAVELICA,TAYACAJA,PAMPAS,1,1
Peru,PER,2020-05-15,HUANUCO,AMBO,SAN RAFAEL,2,2
Peru,PER,2020-05-15,HUANUCO,HUAMALIES,LLATA,2,2
Peru,PER,2020-05-15,HUANUCO,HUAMALIES,PUÑOS,1,3
Peru,PER,2020-05-15,HUANUCO,HUANUCO,AMARILIS,6,6
Peru,PER,2020-05-15,HUANUCO,HUANUCO,HUANUCO,6,12
Peru,PER,2020-05-15,HUANUCO,HUANUCO,PILLCO MARCA,2,14
Peru,PER,2020-05-15,HUANUCO,LEONCIO PRADO,LUYANDO,1,1
Peru,PER,2020-05-15,HUANUCO,PACHITEA,MOLINO,1,1
Peru,PER,2020-05-15,HUANUCO,YAROWILCA,PAMPAMARCA,2,2
Peru,PER,2020-05-15,ICA,CHINCHA,CHINCHA ALTA,15,15
Peru,PER,2020-05-15,ICA,CHINCHA,CHINCHA BAJA,1,16
Peru,PER,2020-05-15,ICA,CHINCHA,PUEBLO NUEVO,7,23
Peru,PER,2020-05-15,ICA,CHINCHA,SUNAMPE,3,26
Peru,PER,2020-05-15,ICA,CHINCHA,TAMBO DE MORA,1,27
Peru,PER,2020-05-15,ICA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,27,27
Peru,PER,2020-05-15,ICA,ICA,ICA,15,15
Peru,PER,2020-05-15,ICA,ICA,LA TINGUIÑA,2,17
Peru,PER,2020-05-15,ICA,ICA,LOS AQUIJES,6,23
Peru,PER,2020-05-15,ICA,ICA,PACHACUTEC,1,24
Peru,PER,2020-05-15,ICA,ICA,PARCONA,6,30
Peru,PER,2020-05-15,ICA,ICA,PUEBLO NUEVO,1,31
Peru,PER,2020-05-15,ICA,ICA,SANTIAGO,1,32
Peru,PER,2020-05-15,ICA,ICA,SUBTANJALLA,3,35
Peru,PER,2020-05-15,ICA,ICA,TATE,2,37
Peru,PER,2020-05-15,ICA,PALPA,PALPA,4,4
Peru,PER,2020-05-15,ICA,PISCO,PISCO,11,11
Peru,PER,2020-05-15,ICA,PISCO,SAN ANDRES,1,12
Peru,PER,2020-05-15,ICA,PISCO,SAN CLEMENTE,2,14
Peru,PER,2020-05-15,JUNIN,CHANCHAMAYO,CHANCHAMAYO,7,7
Peru,PER,2020-05-15,JUNIN,CHANCHAMAYO,PERENE,1,8
Peru,PER,2020-05-15,JUNIN,CHANCHAMAYO,PICHANAQUI,4,12
Peru,PER,2020-05-15,JUNIN,CHUPACA,AHUAC,1,1
Peru,PER,2020-05-15,JUNIN,CHUPACA,CHUPACA,1,2
Peru,PER,2020-05-15,JUNIN,HUANCAYO,CHILCA,1,1
Peru,PER,2020-05-15,JUNIN,HUANCAYO,EL TAMBO,6,7
Peru,PER,2020-05-15,JUNIN,HUANCAYO,HUANCAN,1,8
Peru,PER,2020-05-15,JUNIN,HUANCAYO,HUANCAYO,11,19
Peru,PER,2020-05-15,JUNIN,HUANCAYO,PILCOMAYO,1,20
Peru,PER,2020-05-15,JUNIN,HUANCAYO,SAN AGUSTIN,1,21
Peru,PER,2020-05-15,JUNIN,HUANCAYO,SAPALLANGA,1,22
Peru,PER,2020-05-15,JUNIN,JAUJA,JAUJA,1,1
Peru,PER,2020-05-15,JUNIN,JUNIN,CARHUAMAYO,1,1
Peru,PER,2020-05-15,JUNIN,JUNIN,JUNIN,4,5
Peru,PER,2020-05-15,JUNIN,SATIPO,PANGOA,3,3
Peru,PER,2020-05-15,JUNIN,SATIPO,RIO NEGRO,1,4
Peru,PER,2020-05-15,JUNIN,TARMA,TARMA,1,1
Peru,PER,2020-05-15,JUNIN,YAULI,LA OROYA,1,1
Peru,PER,2020-05-15,LA LIBERTAD,ASCOPE,PAIJAN,3,3
Peru,PER,2020-05-15,LA LIBERTAD,CHEPEN,CHEPEN,2,2
Peru,PER,2020-05-15,LA LIBERTAD,PACASMAYO,GUADALUPE,2,2
Peru,PER,2020-05-15,LA LIBERTAD,PACASMAYO,SAN JOSE,10,12
Peru,PER,2020-05-15,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1,13
Peru,PER,2020-05-15,LA LIBERTAD,PATAZ,PARCOY,113,113
Peru,PER,2020-05-15,LA LIBERTAD,PATAZ,PATAZ,1,114
Peru,PER,2020-05-15,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,1,1
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,EL PORVENIR,2,2
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,4,6
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,HUANCHACO,7,13
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,LA ESPERANZA,4,17
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,LAREDO,1,18
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,MOCHE,1,19
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,SALAVERRY,2,21
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,TRUJILLO,25,46
Peru,PER,2020-05-15,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,12,58
Peru,PER,2020-05-15,LA LIBERTAD,VIRU,VIRU,1,1
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,CHICLAYO,97,97
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,ETEN,3,100
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,1,101
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,41,142
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,LA VICTORIA,16,158
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,MONSEFU,13,171
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,OYOTUN,1,172
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,PATAPO,4,176
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,PIMENTEL,6,182
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,POMALCA,2,184
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,REQUE,1,185
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,SAÑA,2,187
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,SANTA ROSA,13,200
Peru,PER,2020-05-15,LAMBAYEQUE,CHICLAYO,TUMAN,1,201
Peru,PER,2020-05-15,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,13,13
Peru,PER,2020-05-15,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,1,14
Peru,PER,2020-05-15,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,6,20
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,2,2
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,1,3
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,14,17
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,6,23
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,MORROPE,3,26
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,5,31
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,OLMOS,4,35
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,SALAS,1,36
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1,37
Peru,PER,2020-05-15,LAMBAYEQUE,LAMBAYEQUE,TUCUME,2,39
Peru,PER,2020-05-15,LIMA,BARRANCA,BARRANCA,5,5
Peru,PER,2020-05-15,LIMA,CAJATAMBO,CAJATAMBO,2,2
Peru,PER,2020-05-15,LIMA,CAJATAMBO,GORGOR,2,4
Peru,PER,2020-05-15,LIMA,CAÑETE,ASIA,10,10
Peru,PER,2020-05-15,LIMA,CAÑETE,CHILCA,4,14
Peru,PER,2020-05-15,LIMA,CAÑETE,IMPERIAL,13,27
Peru,PER,2020-05-15,LIMA,CAÑETE,MALA,3,30
Peru,PER,2020-05-15,LIMA,CAÑETE,NUEVO IMPERIAL,1,31
Peru,PER,2020-05-15,LIMA,CAÑETE,QUILMANA,1,32
Peru,PER,2020-05-15,LIMA,CAÑETE,SAN LUIS,3,35
Peru,PER,2020-05-15,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,13,48
Peru,PER,2020-05-15,LIMA,CANTA,SANTA ROSA DE QUIVES,2,2
Peru,PER,2020-05-15,LIMA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,42,42
Peru,PER,2020-05-15,LIMA,HUARAL,ATAVILLOS BAJO,1,1
Peru,PER,2020-05-15,LIMA,HUARAL,AUCALLAMA,6,7
Peru,PER,2020-05-15,LIMA,HUARAL,CHANCAY,13,20
Peru,PER,2020-05-15,LIMA,HUARAL,HUARAL,16,36
Peru,PER,2020-05-15,LIMA,HUAROCHIRI,CHICLA,1,1
Peru,PER,2020-05-15,LIMA,HUAROCHIRI,RICARDO PALMA,1,2
Peru,PER,2020-05-15,LIMA,HUAROCHIRI,SAN ANTONIO,2,4
Peru,PER,2020-05-15,LIMA,HUAURA,CALETA DE CARQUIN,1,1
Peru,PER,2020-05-15,LIMA,HUAURA,HUACHO,17,18
Peru,PER,2020-05-15,LIMA,HUAURA,HUALMAY,1,19
Peru,PER,2020-05-15,LIMA,HUAURA,HUAURA,5,24
Peru,PER,2020-05-15,LIMA,HUAURA,LEONCIO PRADO,1,25
Peru,PER,2020-05-15,LIMA,HUAURA,SANTA MARIA,3,28
Peru,PER,2020-05-15,LIMA,HUAURA,SAYAN,7,35
Peru,PER,2020-05-15,LIMA,HUAURA,VEGUETA,1,36
Peru,PER,2020-05-15,LIMA,LIMA,ANCON,3,3
Peru,PER,2020-05-15,LIMA,LIMA,ATE,109,112
Peru,PER,2020-05-15,LIMA,LIMA,BARRANCO,3,115
Peru,PER,2020-05-15,LIMA,LIMA,BREÑA,9,124
Peru,PER,2020-05-15,LIMA,LIMA,CARABAYLLO,27,151
Peru,PER,2020-05-15,LIMA,LIMA,CHACLACAYO,6,157
Peru,PER,2020-05-15,LIMA,LIMA,CHORRILLOS,32,189
Peru,PER,2020-05-15,LIMA,LIMA,CIENEGUILLA,3,192
Peru,PER,2020-05-15,LIMA,LIMA,COMAS,109,301
Peru,PER,2020-05-15,LIMA,LIMA,EL AGUSTINO,69,370
Peru,PER,2020-05-15,LIMA,LIMA,INDEPENDENCIA,23,393
Peru,PER,2020-05-15,LIMA,LIMA,JESUS MARIA,77,470
Peru,PER,2020-05-15,LIMA,LIMA,LA MOLINA,9,479
Peru,PER,2020-05-15,LIMA,LIMA,LA VICTORIA,247,726
Peru,PER,2020-05-15,LIMA,LIMA,LIMA,151,877
Peru,PER,2020-05-15,LIMA,LIMA,LINCE,7,884
Peru,PER,2020-05-15,LIMA,LIMA,LOS OLIVOS,67,951
Peru,PER,2020-05-15,LIMA,LIMA,LURIGANCHO,23,974
Peru,PER,2020-05-15,LIMA,LIMA,LURIN,14,988
Peru,PER,2020-05-15,LIMA,LIMA,MAGDALENA DEL MAR,11,999
Peru,PER,2020-05-15,LIMA,LIMA,MIRAFLORES,54,1053
Peru,PER,2020-05-15,LIMA,LIMA,PACHACAMAC,6,1059
Peru,PER,2020-05-15,LIMA,LIMA,PUCUSANA,3,1062
Peru,PER,2020-05-15,LIMA,LIMA,PUEBLO LIBRE,9,1071
Peru,PER,2020-05-15,LIMA,LIMA,PUENTE PIEDRA,56,1127
Peru,PER,2020-05-15,LIMA,LIMA,RIMAC,58,1185
Peru,PER,2020-05-15,LIMA,LIMA,SAN BARTOLO,2,1187
Peru,PER,2020-05-15,LIMA,LIMA,SAN BORJA,121,1308
Peru,PER,2020-05-15,LIMA,LIMA,SAN ISIDRO,46,1354
Peru,PER,2020-05-15,LIMA,LIMA,SAN JUAN DE LURIGANCHO,169,1523
Peru,PER,2020-05-15,LIMA,LIMA,SAN JUAN DE MIRAFLORES,47,1570
Peru,PER,2020-05-15,LIMA,LIMA,SAN LUIS,28,1598
Peru,PER,2020-05-15,LIMA,LIMA,SAN MARTIN DE PORRES,113,1711
Peru,PER,2020-05-15,LIMA,LIMA,SAN MIGUEL,36,1747
Peru,PER,2020-05-15,LIMA,LIMA,SANTA ANITA,70,1817
Peru,PER,2020-05-15,LIMA,LIMA,SANTA ROSA,2,1819
Peru,PER,2020-05-15,LIMA,LIMA,SANTIAGO DE SURCO,80,1899
Peru,PER,2020-05-15,LIMA,LIMA,SURQUILLO,11,1910
Peru,PER,2020-05-15,LIMA,LIMA,VILLA EL SALVADOR,73,1983
Peru,PER,2020-05-15,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,42,2025
Peru,PER,2020-05-15,LIMA,OYON,OYON,2,2
Peru,PER,2020-05-15,LORETO,ALTO AMAZONAS,BALSAPUERTO,2,2
Peru,PER,2020-05-15,LORETO,ALTO AMAZONAS,YURIMAGUAS,89,91
Peru,PER,2020-05-15,LORETO,DATEM DEL MARAÑON,BARRANCA,2,2
Peru,PER,2020-05-15,LORETO,DATEM DEL MARAÑON,MANSERICHE,2,4
Peru,PER,2020-05-15,LORETO,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-05-15,LORETO,LORETO,URARINAS,1,1
Peru,PER,2020-05-15,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,13,13
Peru,PER,2020-05-15,LORETO,MAYNAS,ALTO NANAY,2,2
Peru,PER,2020-05-15,LORETO,MAYNAS,INDIANA,2,4
Peru,PER,2020-05-15,LORETO,MAYNAS,IQUITOS,17,21
Peru,PER,2020-05-15,LORETO,MAYNAS,PUNCHANA,18,39
Peru,PER,2020-05-15,LORETO,MAYNAS,SAN JUAN BAUTISTA,2,41
Peru,PER,2020-05-15,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,3,3
Peru,PER,2020-05-15,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1,1
Peru,PER,2020-05-15,PASCO,PASCO,HUAYLLAY,3,3
Peru,PER,2020-05-15,PASCO,PASCO,NINACACA,1,4
Peru,PER,2020-05-15,PASCO,PASCO,TINYAHUARCO,2,6
Peru,PER,2020-05-15,PIURA,AYABACA,SAPILLICA,2,2
Peru,PER,2020-05-15,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-15,PIURA,PIURA,CASTILLA,5,5
Peru,PER,2020-05-15,PIURA,PIURA,CATACAOS,5,10
Peru,PER,2020-05-15,PIURA,PIURA,PIURA,12,22
Peru,PER,2020-05-15,PIURA,PIURA,TAMBO GRANDE,1,23
Peru,PER,2020-05-15,PIURA,PIURA,VEINTISEIS DE OCTUBRE,6,29
Peru,PER,2020-05-15,PIURA,SECHURA,SECHURA,2,2
Peru,PER,2020-05-15,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-15,PIURA,SULLANA,IGNACIO ESCUDERO,1,2
Peru,PER,2020-05-15,PIURA,SULLANA,SULLANA,18,20
Peru,PER,2020-05-15,PIURA,TALARA,PARIÑAS,7,7
Peru,PER,2020-05-15,PUNO,AZANGARO,CHUPA,1,1
Peru,PER,2020-05-15,PUNO,HUANCANE,HUATASANI,1,1
Peru,PER,2020-05-15,PUNO,PUNO,PUNO,5,5
Peru,PER,2020-05-15,SAN MARTIN,MARISCAL CACERES,JUANJUI,1,1
Peru,PER,2020-05-15,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,12,12
Peru,PER,2020-05-15,SAN MARTIN,SAN MARTIN,CHAZUTA,1,1
Peru,PER,2020-05-15,SAN MARTIN,SAN MARTIN,TARAPOTO,6,7
Peru,PER,2020-05-15,TACNA,TACNA,ALTO DE LA ALIANZA,1,1
Peru,PER,2020-05-15,TACNA,TACNA,CIUDAD NUEVA,1,2
Peru,PER,2020-05-15,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,3,5
Peru,PER,2020-05-15,TACNA,TACNA,TACNA,7,12
Peru,PER,2020-05-15,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,2,2
Peru,PER,2020-05-15,TUMBES,TUMBES,CORRALES,7,7
Peru,PER,2020-05-15,TUMBES,TUMBES,LA CRUZ,1,8
Peru,PER,2020-05-15,TUMBES,TUMBES,PAMPAS DE HOSPITAL,1,9
Peru,PER,2020-05-15,TUMBES,TUMBES,TUMBES,17,26
Peru,PER,2020-05-15,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-05-15,TUMBES,ZARUMILLA,PAPAYAL,1,2
Peru,PER,2020-05-15,UCAYALI,CORONEL PORTILLO,CALLERIA,39,39
Peru,PER,2020-05-15,UCAYALI,CORONEL PORTILLO,MANANTAY,7,46
Peru,PER,2020-05-15,UCAYALI,CORONEL PORTILLO,YARINACOCHA,29,75
Peru,PER,2020-05-15,UCAYALI,PADRE ABAD,PADRE ABAD,2,2
Peru,PER,2020-05-16,AMAZONAS,BAGUA,BAGUA,21,21
Peru,PER,2020-05-16,AMAZONAS,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-05-16,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,8,8
Peru,PER,2020-05-16,AMAZONAS,UTCUBAMBA,CAJARURO,1,9
Peru,PER,2020-05-16,ANCASH,CARHUAZ,CARHUAZ,1,1
Peru,PER,2020-05-16,ANCASH,CASMA,BUENA VISTA ALTA,1,1
Peru,PER,2020-05-16,ANCASH,CASMA,CASMA,2,3
Peru,PER,2020-05-16,ANCASH,CASMA,COMANDANTE NOEL,1,4
Peru,PER,2020-05-16,ANCASH,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-05-16,ANCASH,HUARAZ,HUARAZ,9,9
Peru,PER,2020-05-16,ANCASH,HUARAZ,INDEPENDENCIA,3,12
Peru,PER,2020-05-16,ANCASH,HUARAZ,TARICA,1,13
Peru,PER,2020-05-16,ANCASH,HUAYLAS,CARAZ,1,1
Peru,PER,2020-05-16,ANCASH,HUAYLAS,YURACMARCA,2,3
Peru,PER,2020-05-16,ANCASH,RECUAY,RECUAY,1,1
Peru,PER,2020-05-16,ANCASH,SANTA,CACERES DEL PERU,1,1
Peru,PER,2020-05-16,ANCASH,SANTA,CHIMBOTE,40,41
Peru,PER,2020-05-16,ANCASH,SANTA,COISHCO,2,43
Peru,PER,2020-05-16,ANCASH,SANTA,NEPEÑA,1,44
Peru,PER,2020-05-16,ANCASH,SANTA,NUEVO CHIMBOTE,22,66
Peru,PER,2020-05-16,ANCASH,SANTA,SAMANCO,1,67
Peru,PER,2020-05-16,ANCASH,SANTA,SANTA,5,72
Peru,PER,2020-05-16,ANCASH,YUNGAY,RANRAHIRCA,4,4
Peru,PER,2020-05-16,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,1,1
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,5,5
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,AREQUIPA,13,18
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,CAYMA,4,22
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,CERRO COLORADO,19,41
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,JACOBO HUNTER,2,43
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,6,49
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,55
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,MIRAFLORES,4,59
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,PAUCARPATA,9,68
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,SOCABAYA,5,73
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,UCHUMAYO,1,74
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,YANAHUARA,2,76
Peru,PER,2020-05-16,AREQUIPA,AREQUIPA,YURA,1,77
Peru,PER,2020-05-16,AREQUIPA,CAMANA,CAMANA,1,1
Peru,PER,2020-05-16,AREQUIPA,CAMANA,SAMUEL PASTOR,1,2
Peru,PER,2020-05-16,AREQUIPA,CARAVELI,ATICO,4,4
Peru,PER,2020-05-16,AREQUIPA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-05-16,AREQUIPA,ISLAY,COCACHACRA,1,1
Peru,PER,2020-05-16,AREQUIPA,ISLAY,MOLLENDO,1,2
Peru,PER,2020-05-16,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,17,17
Peru,PER,2020-05-16,AYACUCHO,HUAMANGA,AYACUCHO,16,33
Peru,PER,2020-05-16,AYACUCHO,HUAMANGA,JESUS NAZARENO,1,34
Peru,PER,2020-05-16,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,3,37
Peru,PER,2020-05-16,AYACUCHO,PARINACOCHAS,CORACORA,4,4
Peru,PER,2020-05-16,CAJAMARCA,CAJAMARCA,CAJAMARCA,2,2
Peru,PER,2020-05-16,CAJAMARCA,CUTERVO,CALLAYUC,1,1
Peru,PER,2020-05-16,CAJAMARCA,JAEN,JAEN,2,2
Peru,PER,2020-05-16,CAJAMARCA,JAEN,POMAHUACA,1,3
Peru,PER,2020-05-16,CAJAMARCA,JAEN,SAN FELIPE,2,5
Peru,PER,2020-05-16,CALLAO,CALLAO,BELLAVISTA,15,15
Peru,PER,2020-05-16,CALLAO,CALLAO,CALLAO,85,100
Peru,PER,2020-05-16,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,6,106
Peru,PER,2020-05-16,CALLAO,CALLAO,LA PERLA,4,110
Peru,PER,2020-05-16,CALLAO,CALLAO,MI PERU,2,112
Peru,PER,2020-05-16,CALLAO,CALLAO,VENTANILLA,37,149
Peru,PER,2020-05-16,CALLAO,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-05-16,CUSCO,CHUMBIVILCAS,CHAMACA,3,3
Peru,PER,2020-05-16,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-05-16,CUSCO,CUSCO,SANTIAGO,2,3
Peru,PER,2020-05-16,CUSCO,CUSCO,WANCHAQ,3,6
Peru,PER,2020-05-16,CUSCO,LA CONVENCION,KIMBIRI,1,1
Peru,PER,2020-05-16,HUANCAVELICA,ANGARAES,LIRCAY,1,1
Peru,PER,2020-05-16,HUANCAVELICA,CASTROVIRREYNA,ARMA,2,2
Peru,PER,2020-05-16,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,1
Peru,PER,2020-05-16,HUANCAVELICA,TAYACAJA,PAMPAS,1,1
Peru,PER,2020-05-16,HUANUCO,AMBO,HUACAR,1,1
Peru,PER,2020-05-16,HUANUCO,HUAMALIES,LLATA,4,4
Peru,PER,2020-05-16,HUANUCO,HUANUCO,HUANUCO,1,1
Peru,PER,2020-05-16,HUANUCO,HUANUCO,PILLCO MARCA,2,3
Peru,PER,2020-05-16,HUANUCO,MARAÑON,HUACRACHUCO,1,1
Peru,PER,2020-05-16,ICA,CHINCHA,ALTO LARAN,1,1
Peru,PER,2020-05-16,ICA,CHINCHA,CHINCHA ALTA,12,13
Peru,PER,2020-05-16,ICA,CHINCHA,CHINCHA BAJA,2,15
Peru,PER,2020-05-16,ICA,CHINCHA,GROCIO PRADO,10,25
Peru,PER,2020-05-16,ICA,CHINCHA,PUEBLO NUEVO,8,33
Peru,PER,2020-05-16,ICA,CHINCHA,SUNAMPE,5,38
Peru,PER,2020-05-16,ICA,CHINCHA,TAMBO DE MORA,1,39
Peru,PER,2020-05-16,ICA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,16,16
Peru,PER,2020-05-16,ICA,ICA,ICA,27,27
Peru,PER,2020-05-16,ICA,ICA,LA TINGUIÑA,1,28
Peru,PER,2020-05-16,ICA,ICA,LOS AQUIJES,1,29
Peru,PER,2020-05-16,ICA,ICA,PACHACUTEC,1,30
Peru,PER,2020-05-16,ICA,ICA,PARCONA,2,32
Peru,PER,2020-05-16,ICA,ICA,SAN JUAN BAUTISTA,1,33
Peru,PER,2020-05-16,ICA,ICA,SANTIAGO,2,35
Peru,PER,2020-05-16,ICA,ICA,SUBTANJALLA,2,37
Peru,PER,2020-05-16,ICA,NAZCA,MARCONA,2,2
Peru,PER,2020-05-16,ICA,PALPA,PALPA,4,4
Peru,PER,2020-05-16,ICA,PISCO,INDEPENDENCIA,1,1
Peru,PER,2020-05-16,ICA,PISCO,PISCO,5,6
Peru,PER,2020-05-16,ICA,PISCO,SAN ANDRES,2,8
Peru,PER,2020-05-16,ICA,PISCO,SAN CLEMENTE,1,9
Peru,PER,2020-05-16,ICA,PISCO,TUPAC AMARU INCA,1,10
Peru,PER,2020-05-16,JUNIN,CHANCHAMAYO,CHANCHAMAYO,6,6
Peru,PER,2020-05-16,JUNIN,CHANCHAMAYO,PICHANAQUI,1,7
Peru,PER,2020-05-16,JUNIN,CONCEPCION,CONCEPCION,2,2
Peru,PER,2020-05-16,JUNIN,CONCEPCION,MATAHUASI,1,3
Peru,PER,2020-05-16,JUNIN,CONCEPCION,MITO,1,4
Peru,PER,2020-05-16,JUNIN,HUANCAYO,CHILCA,3,3
