fecha_resultado,pais,iso3c,departamento,n,n_acum
2020-08-25,Peru,PER,PUNO,304,7874
2020-08-26,Peru,PER,PUNO,51,7925
2020-03-27,Peru,PER,SAN MARTIN,1,1
2020-03-28,Peru,PER,SAN MARTIN,2,3
2020-03-29,Peru,PER,SAN MARTIN,1,4
2020-03-30,Peru,PER,SAN MARTIN,1,5
2020-03-31,Peru,PER,SAN MARTIN,1,5
2020-04-01,Peru,PER,SAN MARTIN,1,5
2020-04-02,Peru,PER,SAN MARTIN,1,5
2020-04-03,Peru,PER,SAN MARTIN,3,8
2020-04-04,Peru,PER,SAN MARTIN,3,8
2020-04-05,Peru,PER,SAN MARTIN,3,8
2020-04-06,Peru,PER,SAN MARTIN,3,8
2020-04-07,Peru,PER,SAN MARTIN,3,11
2020-04-08,Peru,PER,SAN MARTIN,4,15
2020-04-09,Peru,PER,SAN MARTIN,5,20
2020-04-10,Peru,PER,SAN MARTIN,5,20
2020-04-11,Peru,PER,SAN MARTIN,15,35
2020-04-12,Peru,PER,SAN MARTIN,15,35
2020-04-13,Peru,PER,SAN MARTIN,15,35
2020-04-14,Peru,PER,SAN MARTIN,6,41
2020-04-15,Peru,PER,SAN MARTIN,13,54
2020-04-16,Peru,PER,SAN MARTIN,11,65
2020-04-17,Peru,PER,SAN MARTIN,12,77
2020-04-18,Peru,PER,SAN MARTIN,12,89
2020-04-19,Peru,PER,SAN MARTIN,1,90
2020-04-20,Peru,PER,SAN MARTIN,7,97
2020-04-21,Peru,PER,SAN MARTIN,5,102
2020-04-22,Peru,PER,SAN MARTIN,5,107
2020-04-23,Peru,PER,SAN MARTIN,2,109
2020-04-24,Peru,PER,SAN MARTIN,13,122
2020-04-25,Peru,PER,SAN MARTIN,29,151
2020-04-26,Peru,PER,SAN MARTIN,16,167
2020-04-27,Peru,PER,SAN MARTIN,23,190
2020-04-28,Peru,PER,SAN MARTIN,43,233
2020-04-29,Peru,PER,SAN MARTIN,21,254
2020-04-30,Peru,PER,SAN MARTIN,15,269
2020-05-01,Peru,PER,SAN MARTIN,18,287
2020-05-02,Peru,PER,SAN MARTIN,30,317
2020-05-03,Peru,PER,SAN MARTIN,20,337
2020-05-04,Peru,PER,SAN MARTIN,9,346
2020-05-05,Peru,PER,SAN MARTIN,20,366
2020-05-06,Peru,PER,SAN MARTIN,31,397
2020-05-07,Peru,PER,SAN MARTIN,62,459
2020-05-08,Peru,PER,SAN MARTIN,50,509
2020-05-09,Peru,PER,SAN MARTIN,28,537
2020-05-10,Peru,PER,SAN MARTIN,14,551
2020-05-11,Peru,PER,SAN MARTIN,11,562
2020-05-12,Peru,PER,SAN MARTIN,12,574
2020-05-13,Peru,PER,SAN MARTIN,29,603
2020-05-14,Peru,PER,SAN MARTIN,38,641
2020-05-15,Peru,PER,SAN MARTIN,22,663
2020-05-16,Peru,PER,SAN MARTIN,54,717
2020-05-17,Peru,PER,SAN MARTIN,19,736
2020-05-18,Peru,PER,SAN MARTIN,93,829
2020-05-19,Peru,PER,SAN MARTIN,89,918
2020-05-20,Peru,PER,SAN MARTIN,44,962
2020-05-21,Peru,PER,SAN MARTIN,52,1014
2020-05-22,Peru,PER,SAN MARTIN,27,1041
2020-05-23,Peru,PER,SAN MARTIN,20,1061
2020-05-24,Peru,PER,SAN MARTIN,15,1076
2020-05-25,Peru,PER,SAN MARTIN,28,1104
2020-05-26,Peru,PER,SAN MARTIN,62,1166
2020-05-27,Peru,PER,SAN MARTIN,65,1231
2020-05-28,Peru,PER,SAN MARTIN,66,1297
2020-05-29,Peru,PER,SAN MARTIN,52,1349
2020-05-30,Peru,PER,SAN MARTIN,63,1412
2020-05-31,Peru,PER,SAN MARTIN,39,1451
2020-06-01,Peru,PER,SAN MARTIN,97,1548
2020-06-02,Peru,PER,SAN MARTIN,106,1654
2020-06-03,Peru,PER,SAN MARTIN,67,1721
2020-06-04,Peru,PER,SAN MARTIN,79,1800
2020-06-05,Peru,PER,SAN MARTIN,71,1871
2020-06-06,Peru,PER,SAN MARTIN,64,1935
2020-06-07,Peru,PER,SAN MARTIN,55,1990
2020-06-08,Peru,PER,SAN MARTIN,158,2148
2020-06-09,Peru,PER,SAN MARTIN,106,2254
2020-06-10,Peru,PER,SAN MARTIN,145,2399
2020-06-11,Peru,PER,SAN MARTIN,165,2564
2020-06-12,Peru,PER,SAN MARTIN,195,2759
2020-06-13,Peru,PER,SAN MARTIN,123,2882
2020-06-14,Peru,PER,SAN MARTIN,17,2899
2020-06-15,Peru,PER,SAN MARTIN,51,2950
2020-06-16,Peru,PER,SAN MARTIN,151,3101
2020-06-17,Peru,PER,SAN MARTIN,83,3184
2020-06-18,Peru,PER,SAN MARTIN,138,3322
2020-06-19,Peru,PER,SAN MARTIN,135,3457
2020-06-20,Peru,PER,SAN MARTIN,167,3624
2020-06-21,Peru,PER,SAN MARTIN,16,3640
2020-06-22,Peru,PER,SAN MARTIN,175,3815
2020-06-23,Peru,PER,SAN MARTIN,169,3984
2020-06-24,Peru,PER,SAN MARTIN,182,4166
2020-06-25,Peru,PER,SAN MARTIN,238,4404
2020-06-26,Peru,PER,SAN MARTIN,284,4688
2020-06-27,Peru,PER,SAN MARTIN,207,4895
2020-06-28,Peru,PER,SAN MARTIN,60,4955
2020-06-29,Peru,PER,SAN MARTIN,211,5166
2020-06-30,Peru,PER,SAN MARTIN,256,5422
2020-07-01,Peru,PER,SAN MARTIN,189,5611
2020-07-02,Peru,PER,SAN MARTIN,205,5816
2020-07-03,Peru,PER,SAN MARTIN,158,5974
2020-07-04,Peru,PER,SAN MARTIN,154,6128
2020-07-05,Peru,PER,SAN MARTIN,100,6228
2020-07-06,Peru,PER,SAN MARTIN,89,6317
2020-07-07,Peru,PER,SAN MARTIN,63,6380
2020-07-08,Peru,PER,SAN MARTIN,45,6425
2020-07-09,Peru,PER,SAN MARTIN,80,6505
2020-07-10,Peru,PER,SAN MARTIN,166,6671
2020-07-11,Peru,PER,SAN MARTIN,91,6762
2020-07-12,Peru,PER,SAN MARTIN,48,6810
2020-07-13,Peru,PER,SAN MARTIN,44,6854
2020-07-14,Peru,PER,SAN MARTIN,89,6943
2020-07-15,Peru,PER,SAN MARTIN,85,7028
2020-07-16,Peru,PER,SAN MARTIN,92,7120
2020-07-17,Peru,PER,SAN MARTIN,84,7204
2020-07-18,Peru,PER,SAN MARTIN,169,7373
2020-07-19,Peru,PER,SAN MARTIN,36,7409
2020-07-20,Peru,PER,SAN MARTIN,65,7474
2020-07-21,Peru,PER,SAN MARTIN,132,7606
2020-07-22,Peru,PER,SAN MARTIN,155,7761
2020-07-23,Peru,PER,SAN MARTIN,212,7973
2020-07-24,Peru,PER,SAN MARTIN,217,8190
2020-07-25,Peru,PER,SAN MARTIN,225,8415
2020-07-26,Peru,PER,SAN MARTIN,49,8464
2020-07-27,Peru,PER,SAN MARTIN,219,8683
2020-07-28,Peru,PER,SAN MARTIN,86,8769
2020-07-29,Peru,PER,SAN MARTIN,162,8931
2020-07-30,Peru,PER,SAN MARTIN,172,9103
2020-07-31,Peru,PER,SAN MARTIN,202,9305
2020-08-01,Peru,PER,SAN MARTIN,149,9454
2020-08-02,Peru,PER,SAN MARTIN,52,9506
2020-08-03,Peru,PER,SAN MARTIN,197,9703
2020-08-04,Peru,PER,SAN MARTIN,219,9922
2020-08-05,Peru,PER,SAN MARTIN,170,10092
2020-08-06,Peru,PER,SAN MARTIN,238,10330
2020-08-07,Peru,PER,SAN MARTIN,164,10494
2020-08-08,Peru,PER,SAN MARTIN,152,10646
2020-08-09,Peru,PER,SAN MARTIN,45,10691
2020-08-10,Peru,PER,SAN MARTIN,190,10881
2020-08-11,Peru,PER,SAN MARTIN,191,11072
2020-08-12,Peru,PER,SAN MARTIN,168,11240
2020-08-13,Peru,PER,SAN MARTIN,141,11381
2020-08-14,Peru,PER,SAN MARTIN,143,11524
2020-08-15,Peru,PER,SAN MARTIN,117,11641
2020-08-16,Peru,PER,SAN MARTIN,42,11683
2020-08-17,Peru,PER,SAN MARTIN,195,11878
2020-08-18,Peru,PER,SAN MARTIN,157,12035
2020-08-19,Peru,PER,SAN MARTIN,153,12188
2020-08-20,Peru,PER,SAN MARTIN,182,12370
2020-08-21,Peru,PER,SAN MARTIN,105,12475
2020-08-22,Peru,PER,SAN MARTIN,93,12568
2020-08-23,Peru,PER,SAN MARTIN,32,12600
2020-08-24,Peru,PER,SAN MARTIN,148,12748
2020-08-25,Peru,PER,SAN MARTIN,202,12950
2020-08-26,Peru,PER,SAN MARTIN,15,12965
2020-03-28,Peru,PER,TACNA,1,1
2020-03-29,Peru,PER,TACNA,1,1
2020-03-30,Peru,PER,TACNA,1,1
2020-03-31,Peru,PER,TACNA,1,2
2020-04-01,Peru,PER,TACNA,1,2
2020-04-02,Peru,PER,TACNA,1,2
2020-04-03,Peru,PER,TACNA,1,2
2020-04-04,Peru,PER,TACNA,6,8
2020-04-05,Peru,PER,TACNA,6,8
2020-04-06,Peru,PER,TACNA,6,8
2020-04-07,Peru,PER,TACNA,1,9
2020-04-08,Peru,PER,TACNA,1,9
2020-04-09,Peru,PER,TACNA,1,9
2020-04-10,Peru,PER,TACNA,1,9
2020-04-11,Peru,PER,TACNA,1,9
2020-04-12,Peru,PER,TACNA,1,9
2020-04-13,Peru,PER,TACNA,1,9
2020-04-14,Peru,PER,TACNA,3,12
2020-04-15,Peru,PER,TACNA,2,14
2020-04-16,Peru,PER,TACNA,7,21
2020-04-17,Peru,PER,TACNA,9,30
2020-04-18,Peru,PER,TACNA,8,38
2020-04-19,Peru,PER,TACNA,4,42
2020-04-20,Peru,PER,TACNA,7,49
2020-04-21,Peru,PER,TACNA,6,55
2020-04-22,Peru,PER,TACNA,8,63
2020-04-23,Peru,PER,TACNA,14,77
2020-04-24,Peru,PER,TACNA,8,85
2020-04-25,Peru,PER,TACNA,7,92
2020-04-26,Peru,PER,TACNA,4,96
2020-04-27,Peru,PER,TACNA,5,101
2020-04-28,Peru,PER,TACNA,22,123
2020-04-29,Peru,PER,TACNA,23,146
2020-04-30,Peru,PER,TACNA,16,162
2020-05-01,Peru,PER,TACNA,6,168
2020-05-02,Peru,PER,TACNA,6,174
2020-05-03,Peru,PER,TACNA,7,181
2020-05-04,Peru,PER,TACNA,8,189
2020-05-05,Peru,PER,TACNA,10,199
2020-05-06,Peru,PER,TACNA,7,206
2020-05-07,Peru,PER,TACNA,3,209
2020-05-08,Peru,PER,TACNA,6,215
2020-05-09,Peru,PER,TACNA,9,224
2020-05-10,Peru,PER,TACNA,9,224
2020-05-11,Peru,PER,TACNA,4,228
2020-05-12,Peru,PER,TACNA,4,232
2020-05-13,Peru,PER,TACNA,7,239
2020-05-14,Peru,PER,TACNA,10,249
2020-05-15,Peru,PER,TACNA,15,264
2020-05-16,Peru,PER,TACNA,11,275
2020-05-17,Peru,PER,TACNA,11,275
2020-05-18,Peru,PER,TACNA,22,297
2020-05-19,Peru,PER,TACNA,14,311
2020-05-20,Peru,PER,TACNA,13,324
2020-05-21,Peru,PER,TACNA,44,368
2020-05-22,Peru,PER,TACNA,35,403
2020-05-23,Peru,PER,TACNA,52,455
2020-05-24,Peru,PER,TACNA,2,457
2020-05-25,Peru,PER,TACNA,43,500
2020-05-26,Peru,PER,TACNA,14,514
2020-05-27,Peru,PER,TACNA,11,525
2020-05-28,Peru,PER,TACNA,34,559
2020-05-29,Peru,PER,TACNA,11,570
2020-05-30,Peru,PER,TACNA,22,592
2020-05-31,Peru,PER,TACNA,3,595
2020-06-01,Peru,PER,TACNA,14,609
2020-06-02,Peru,PER,TACNA,15,624
2020-06-03,Peru,PER,TACNA,14,638
2020-06-04,Peru,PER,TACNA,15,653
2020-06-05,Peru,PER,TACNA,22,675
2020-06-06,Peru,PER,TACNA,16,691
2020-06-07,Peru,PER,TACNA,3,694
2020-06-08,Peru,PER,TACNA,13,707
2020-06-09,Peru,PER,TACNA,16,723
2020-06-10,Peru,PER,TACNA,8,731
2020-06-11,Peru,PER,TACNA,20,751
2020-06-12,Peru,PER,TACNA,15,766
2020-06-13,Peru,PER,TACNA,9,775
2020-06-14,Peru,PER,TACNA,2,777
2020-06-15,Peru,PER,TACNA,27,804
2020-06-16,Peru,PER,TACNA,13,817
2020-06-17,Peru,PER,TACNA,22,839
2020-06-18,Peru,PER,TACNA,9,848
2020-06-19,Peru,PER,TACNA,23,871
2020-06-20,Peru,PER,TACNA,23,894
2020-06-21,Peru,PER,TACNA,1,895
2020-06-22,Peru,PER,TACNA,11,906
2020-06-23,Peru,PER,TACNA,13,919
2020-06-24,Peru,PER,TACNA,18,937
2020-06-25,Peru,PER,TACNA,28,965
2020-06-26,Peru,PER,TACNA,32,997
2020-06-27,Peru,PER,TACNA,18,1015
2020-06-28,Peru,PER,TACNA,5,1020
2020-06-29,Peru,PER,TACNA,19,1039
2020-06-30,Peru,PER,TACNA,42,1081
2020-07-01,Peru,PER,TACNA,22,1103
2020-07-02,Peru,PER,TACNA,33,1136
2020-07-03,Peru,PER,TACNA,27,1163
2020-07-04,Peru,PER,TACNA,21,1184
2020-07-05,Peru,PER,TACNA,3,1187
2020-07-06,Peru,PER,TACNA,45,1232
2020-07-07,Peru,PER,TACNA,47,1279
2020-07-08,Peru,PER,TACNA,42,1321
2020-07-09,Peru,PER,TACNA,76,1397
2020-07-10,Peru,PER,TACNA,65,1462
2020-07-11,Peru,PER,TACNA,70,1532
2020-07-12,Peru,PER,TACNA,17,1549
2020-07-13,Peru,PER,TACNA,56,1605
2020-07-14,Peru,PER,TACNA,80,1685
2020-07-15,Peru,PER,TACNA,61,1746
2020-07-16,Peru,PER,TACNA,51,1797
2020-07-17,Peru,PER,TACNA,93,1890
2020-07-18,Peru,PER,TACNA,50,1940
2020-07-19,Peru,PER,TACNA,38,1978
2020-07-20,Peru,PER,TACNA,32,2010
2020-07-21,Peru,PER,TACNA,88,2098
2020-07-22,Peru,PER,TACNA,108,2206
2020-07-23,Peru,PER,TACNA,65,2271
2020-07-24,Peru,PER,TACNA,66,2337
2020-07-25,Peru,PER,TACNA,95,2432
2020-07-26,Peru,PER,TACNA,32,2464
2020-07-27,Peru,PER,TACNA,137,2601
2020-07-28,Peru,PER,TACNA,52,2653
2020-07-29,Peru,PER,TACNA,100,2753
2020-07-30,Peru,PER,TACNA,154,2907
2020-07-31,Peru,PER,TACNA,114,3021
2020-08-01,Peru,PER,TACNA,154,3175
2020-08-02,Peru,PER,TACNA,56,3231
2020-08-03,Peru,PER,TACNA,140,3371
2020-08-04,Peru,PER,TACNA,186,3557
2020-08-05,Peru,PER,TACNA,194,3751
2020-08-06,Peru,PER,TACNA,201,3952
2020-08-07,Peru,PER,TACNA,218,4170
2020-08-08,Peru,PER,TACNA,172,4342
2020-08-09,Peru,PER,TACNA,96,4438
2020-08-10,Peru,PER,TACNA,127,4565
2020-08-11,Peru,PER,TACNA,176,4741
2020-08-12,Peru,PER,TACNA,258,4999
2020-08-13,Peru,PER,TACNA,251,5250
2020-08-14,Peru,PER,TACNA,277,5527
2020-08-15,Peru,PER,TACNA,210,5737
2020-08-16,Peru,PER,TACNA,57,5794
2020-08-17,Peru,PER,TACNA,223,6017
2020-08-18,Peru,PER,TACNA,173,6190
2020-08-19,Peru,PER,TACNA,223,6413
2020-08-20,Peru,PER,TACNA,400,6813
2020-08-21,Peru,PER,TACNA,253,7066
2020-08-22,Peru,PER,TACNA,258,7324
2020-08-23,Peru,PER,TACNA,11,7335
2020-08-24,Peru,PER,TACNA,289,7624
2020-08-25,Peru,PER,TACNA,346,7970
2020-08-26,Peru,PER,TACNA,91,8061
2020-03-23,Peru,PER,TUMBES,3,3
2020-03-24,Peru,PER,TUMBES,3,3
2020-03-25,Peru,PER,TUMBES,3,3
2020-03-26,Peru,PER,TUMBES,2,5
2020-03-27,Peru,PER,TUMBES,1,6
2020-03-28,Peru,PER,TUMBES,2,8
2020-03-29,Peru,PER,TUMBES,2,8
2020-03-30,Peru,PER,TUMBES,2,10
2020-03-31,Peru,PER,TUMBES,3,13
2020-04-01,Peru,PER,TUMBES,2,15
2020-04-02,Peru,PER,TUMBES,6,21
2020-04-03,Peru,PER,TUMBES,5,26
2020-04-04,Peru,PER,TUMBES,10,36
2020-04-05,Peru,PER,TUMBES,10,36
2020-04-06,Peru,PER,TUMBES,5,41
2020-04-07,Peru,PER,TUMBES,4,45
2020-04-08,Peru,PER,TUMBES,22,67
2020-04-09,Peru,PER,TUMBES,1,68
2020-04-10,Peru,PER,TUMBES,3,71
2020-04-11,Peru,PER,TUMBES,39,110
2020-04-12,Peru,PER,TUMBES,6,116
2020-04-13,Peru,PER,TUMBES,13,129
2020-04-14,Peru,PER,TUMBES,22,151
2020-04-15,Peru,PER,TUMBES,18,169
2020-04-16,Peru,PER,TUMBES,12,181
2020-04-17,Peru,PER,TUMBES,7,188
2020-04-18,Peru,PER,TUMBES,6,194
2020-04-19,Peru,PER,TUMBES,6,200
2020-04-20,Peru,PER,TUMBES,17,217
2020-04-21,Peru,PER,TUMBES,2,219
2020-04-22,Peru,PER,TUMBES,7,226
2020-04-23,Peru,PER,TUMBES,12,238
2020-04-24,Peru,PER,TUMBES,20,258
2020-04-25,Peru,PER,TUMBES,12,270
2020-04-26,Peru,PER,TUMBES,9,279
2020-04-27,Peru,PER,TUMBES,16,295
2020-04-28,Peru,PER,TUMBES,14,309
2020-04-29,Peru,PER,TUMBES,52,361
2020-04-30,Peru,PER,TUMBES,30,391
2020-05-01,Peru,PER,TUMBES,18,409
2020-05-02,Peru,PER,TUMBES,44,453
2020-05-03,Peru,PER,TUMBES,11,464
2020-05-04,Peru,PER,TUMBES,26,490
2020-05-05,Peru,PER,TUMBES,33,523
2020-05-06,Peru,PER,TUMBES,14,537
2020-05-07,Peru,PER,TUMBES,14,551
2020-05-08,Peru,PER,TUMBES,12,563
2020-05-09,Peru,PER,TUMBES,22,585
2020-05-10,Peru,PER,TUMBES,2,587
2020-05-11,Peru,PER,TUMBES,31,618
2020-05-12,Peru,PER,TUMBES,29,647
2020-05-13,Peru,PER,TUMBES,36,683
2020-05-14,Peru,PER,TUMBES,23,706
2020-05-15,Peru,PER,TUMBES,38,744
2020-05-16,Peru,PER,TUMBES,36,780
2020-05-17,Peru,PER,TUMBES,15,795
2020-05-18,Peru,PER,TUMBES,24,819
2020-05-19,Peru,PER,TUMBES,42,861
2020-05-20,Peru,PER,TUMBES,31,892
2020-05-21,Peru,PER,TUMBES,48,940
2020-05-22,Peru,PER,TUMBES,45,985
2020-05-23,Peru,PER,TUMBES,34,1019
2020-05-24,Peru,PER,TUMBES,14,1033
2020-05-25,Peru,PER,TUMBES,47,1080
2020-05-26,Peru,PER,TUMBES,44,1124
2020-05-27,Peru,PER,TUMBES,31,1155
2020-05-28,Peru,PER,TUMBES,56,1211
2020-05-29,Peru,PER,TUMBES,45,1256
2020-05-30,Peru,PER,TUMBES,33,1289
2020-05-31,Peru,PER,TUMBES,10,1299
2020-06-01,Peru,PER,TUMBES,49,1348
2020-06-02,Peru,PER,TUMBES,38,1386
2020-06-03,Peru,PER,TUMBES,45,1431
2020-06-04,Peru,PER,TUMBES,35,1466
2020-06-05,Peru,PER,TUMBES,72,1538
2020-06-06,Peru,PER,TUMBES,60,1598
2020-06-07,Peru,PER,TUMBES,10,1608
2020-06-08,Peru,PER,TUMBES,57,1665
2020-06-09,Peru,PER,TUMBES,70,1735
2020-06-10,Peru,PER,TUMBES,64,1799
2020-06-11,Peru,PER,TUMBES,83,1882
2020-06-12,Peru,PER,TUMBES,70,1952
2020-06-13,Peru,PER,TUMBES,52,2004
2020-06-14,Peru,PER,TUMBES,16,2020
2020-06-15,Peru,PER,TUMBES,81,2101
2020-06-16,Peru,PER,TUMBES,65,2166
2020-06-17,Peru,PER,TUMBES,93,2259
2020-06-18,Peru,PER,TUMBES,43,2302
2020-06-19,Peru,PER,TUMBES,35,2337
2020-06-20,Peru,PER,TUMBES,66,2403
2020-06-21,Peru,PER,TUMBES,22,2425
2020-06-22,Peru,PER,TUMBES,46,2471
2020-06-23,Peru,PER,TUMBES,54,2525
2020-06-24,Peru,PER,TUMBES,56,2581
2020-06-25,Peru,PER,TUMBES,58,2639
2020-06-26,Peru,PER,TUMBES,61,2700
2020-06-27,Peru,PER,TUMBES,86,2786
2020-06-28,Peru,PER,TUMBES,29,2815
2020-06-29,Peru,PER,TUMBES,87,2902
2020-06-30,Peru,PER,TUMBES,143,3045
2020-07-01,Peru,PER,TUMBES,57,3102
2020-07-02,Peru,PER,TUMBES,119,3221
2020-07-03,Peru,PER,TUMBES,48,3269
2020-07-04,Peru,PER,TUMBES,41,3310
2020-07-05,Peru,PER,TUMBES,30,3340
2020-07-06,Peru,PER,TUMBES,40,3380
2020-07-07,Peru,PER,TUMBES,35,3415
2020-07-08,Peru,PER,TUMBES,18,3433
2020-07-09,Peru,PER,TUMBES,40,3473
2020-07-10,Peru,PER,TUMBES,70,3543
2020-07-11,Peru,PER,TUMBES,75,3618
2020-07-12,Peru,PER,TUMBES,17,3635
2020-07-13,Peru,PER,TUMBES,11,3646
2020-07-14,Peru,PER,TUMBES,10,3656
2020-07-15,Peru,PER,TUMBES,77,3733
2020-07-16,Peru,PER,TUMBES,13,3746
2020-07-17,Peru,PER,TUMBES,88,3834
2020-07-18,Peru,PER,TUMBES,32,3866
2020-07-19,Peru,PER,TUMBES,15,3881
2020-07-20,Peru,PER,TUMBES,19,3900
2020-07-21,Peru,PER,TUMBES,17,3917
2020-07-22,Peru,PER,TUMBES,74,3991
2020-07-23,Peru,PER,TUMBES,35,4026
2020-07-24,Peru,PER,TUMBES,38,4064
2020-07-25,Peru,PER,TUMBES,45,4109
2020-07-26,Peru,PER,TUMBES,20,4129
2020-07-27,Peru,PER,TUMBES,65,4194
2020-07-28,Peru,PER,TUMBES,19,4213
2020-07-29,Peru,PER,TUMBES,58,4271
2020-07-30,Peru,PER,TUMBES,36,4307
2020-07-31,Peru,PER,TUMBES,49,4356
2020-08-01,Peru,PER,TUMBES,38,4394
2020-08-02,Peru,PER,TUMBES,45,4439
2020-08-03,Peru,PER,TUMBES,85,4524
2020-08-04,Peru,PER,TUMBES,59,4583
2020-08-05,Peru,PER,TUMBES,50,4633
2020-08-06,Peru,PER,TUMBES,54,4687
2020-08-07,Peru,PER,TUMBES,76,4763
2020-08-08,Peru,PER,TUMBES,46,4809
2020-08-09,Peru,PER,TUMBES,26,4835
2020-08-10,Peru,PER,TUMBES,49,4884
2020-08-11,Peru,PER,TUMBES,79,4963
2020-08-12,Peru,PER,TUMBES,58,5021
2020-08-13,Peru,PER,TUMBES,53,5074
2020-08-14,Peru,PER,TUMBES,49,5123
2020-08-15,Peru,PER,TUMBES,56,5179
2020-08-16,Peru,PER,TUMBES,10,5189
2020-08-17,Peru,PER,TUMBES,22,5211
2020-08-18,Peru,PER,TUMBES,52,5263
2020-08-19,Peru,PER,TUMBES,93,5356
2020-08-20,Peru,PER,TUMBES,44,5400
2020-08-21,Peru,PER,TUMBES,47,5447
2020-08-22,Peru,PER,TUMBES,28,5475
2020-08-23,Peru,PER,TUMBES,28,5475
2020-08-24,Peru,PER,TUMBES,65,5540
2020-08-25,Peru,PER,TUMBES,50,5590
2020-08-26,Peru,PER,TUMBES,11,5601
2020-04-02,Peru,PER,UCAYALI,1,1
2020-04-03,Peru,PER,UCAYALI,1,2
2020-04-04,Peru,PER,UCAYALI,6,8
2020-04-05,Peru,PER,UCAYALI,6,8
2020-04-06,Peru,PER,UCAYALI,5,13
2020-04-07,Peru,PER,UCAYALI,1,14
2020-04-08,Peru,PER,UCAYALI,1,14
2020-04-09,Peru,PER,UCAYALI,1,14
2020-04-10,Peru,PER,UCAYALI,3,17
2020-04-11,Peru,PER,UCAYALI,1,18
2020-04-12,Peru,PER,UCAYALI,3,21
2020-04-13,Peru,PER,UCAYALI,11,32
2020-04-14,Peru,PER,UCAYALI,6,38
2020-04-15,Peru,PER,UCAYALI,22,60
2020-04-16,Peru,PER,UCAYALI,7,67
2020-04-17,Peru,PER,UCAYALI,15,82
2020-04-18,Peru,PER,UCAYALI,19,101
2020-04-19,Peru,PER,UCAYALI,22,123
2020-04-20,Peru,PER,UCAYALI,26,149
2020-04-21,Peru,PER,UCAYALI,23,172
2020-04-22,Peru,PER,UCAYALI,24,196
2020-04-23,Peru,PER,UCAYALI,15,211
2020-04-24,Peru,PER,UCAYALI,51,262
2020-04-25,Peru,PER,UCAYALI,21,283
2020-04-26,Peru,PER,UCAYALI,18,301
2020-04-27,Peru,PER,UCAYALI,109,410
2020-04-28,Peru,PER,UCAYALI,184,594
2020-04-29,Peru,PER,UCAYALI,87,681
2020-04-30,Peru,PER,UCAYALI,79,760
2020-05-01,Peru,PER,UCAYALI,76,836
2020-05-02,Peru,PER,UCAYALI,106,942
2020-05-03,Peru,PER,UCAYALI,94,1036
2020-05-04,Peru,PER,UCAYALI,91,1127
2020-05-05,Peru,PER,UCAYALI,59,1186
2020-05-06,Peru,PER,UCAYALI,81,1267
2020-05-07,Peru,PER,UCAYALI,12,1279
2020-05-08,Peru,PER,UCAYALI,101,1380
2020-05-09,Peru,PER,UCAYALI,190,1570
2020-05-10,Peru,PER,UCAYALI,47,1617
2020-05-11,Peru,PER,UCAYALI,47,1664
2020-05-12,Peru,PER,UCAYALI,84,1748
2020-05-13,Peru,PER,UCAYALI,109,1857
2020-05-14,Peru,PER,UCAYALI,111,1968
2020-05-15,Peru,PER,UCAYALI,104,2072
2020-05-16,Peru,PER,UCAYALI,407,2479
2020-05-17,Peru,PER,UCAYALI,57,2536
2020-05-18,Peru,PER,UCAYALI,354,2890
2020-05-19,Peru,PER,UCAYALI,140,3030
2020-05-20,Peru,PER,UCAYALI,317,3347
2020-05-21,Peru,PER,UCAYALI,170,3517
2020-05-22,Peru,PER,UCAYALI,192,3709
2020-05-23,Peru,PER,UCAYALI,125,3834
2020-05-24,Peru,PER,UCAYALI,36,3870
2020-05-25,Peru,PER,UCAYALI,77,3947
2020-05-26,Peru,PER,UCAYALI,197,4144
2020-05-27,Peru,PER,UCAYALI,176,4320
2020-05-28,Peru,PER,UCAYALI,209,4529
2020-05-29,Peru,PER,UCAYALI,172,4701
2020-05-30,Peru,PER,UCAYALI,206,4907
2020-05-31,Peru,PER,UCAYALI,50,4957
2020-06-01,Peru,PER,UCAYALI,114,5071
2020-06-02,Peru,PER,UCAYALI,39,5110
2020-06-03,Peru,PER,UCAYALI,58,5168
2020-06-04,Peru,PER,UCAYALI,61,5229
2020-06-05,Peru,PER,UCAYALI,153,5382
2020-06-06,Peru,PER,UCAYALI,172,5554
2020-06-07,Peru,PER,UCAYALI,50,5604
2020-06-08,Peru,PER,UCAYALI,198,5802
2020-06-09,Peru,PER,UCAYALI,209,6011
2020-06-10,Peru,PER,UCAYALI,117,6128
2020-06-11,Peru,PER,UCAYALI,183,6311
2020-06-12,Peru,PER,UCAYALI,150,6461
2020-06-13,Peru,PER,UCAYALI,239,6700
2020-06-14,Peru,PER,UCAYALI,30,6730
2020-06-15,Peru,PER,UCAYALI,43,6773
2020-06-16,Peru,PER,UCAYALI,45,6818
2020-06-17,Peru,PER,UCAYALI,53,6871
2020-06-18,Peru,PER,UCAYALI,48,6919
2020-06-19,Peru,PER,UCAYALI,131,7050
2020-06-20,Peru,PER,UCAYALI,65,7115
2020-06-21,Peru,PER,UCAYALI,131,7246
2020-06-22,Peru,PER,UCAYALI,73,7319
2020-06-23,Peru,PER,UCAYALI,53,7372
2020-06-24,Peru,PER,UCAYALI,22,7394
2020-06-25,Peru,PER,UCAYALI,97,7491
2020-06-26,Peru,PER,UCAYALI,110,7601
2020-06-27,Peru,PER,UCAYALI,102,7703
2020-06-28,Peru,PER,UCAYALI,23,7726
