pais,iso3c,fecha_fallecimiento,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-03-19,LIMA,LIMA,MIRAFLORES,1,1
Peru,PER,2020-03-19,LIMA,LIMA,RIMAC,1,2
Peru,PER,2020-03-19,LIMA,LIMA,SANTIAGO DE SURCO,1,3
Peru,PER,2020-03-20,LIMA,LIMA,LIMA,1,1
Peru,PER,2020-03-20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,2
Peru,PER,2020-03-21,PIURA,SULLANA,MARCAVELICA,1,1
Peru,PER,2020-03-23,LIMA,LIMA,CHORRILLOS,1,1
Peru,PER,2020-03-24,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-03-24,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-03-24,LIMA,LIMA,JESUS MARIA,1,1
Peru,PER,2020-03-26,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-03-26,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-03-26,LIMA,LIMA,LIMA,2,2
Peru,PER,2020-03-26,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,3
Peru,PER,2020-03-27,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-03-27,LIMA,LIMA,JESUS MARIA,2,2
Peru,PER,2020-03-27,LIMA,LIMA,LOS OLIVOS,1,3
Peru,PER,2020-03-27,LIMA,LIMA,SAN ISIDRO,1,4
Peru,PER,2020-03-27,LIMA,LIMA,SANTIAGO DE SURCO,1,5
Peru,PER,2020-03-28,ANCASH,SANTA,SANTA,1,1
Peru,PER,2020-03-28,LIMA,LIMA,LA MOLINA,1,1
Peru,PER,2020-03-28,LIMA,LIMA,LIMA,1,2
Peru,PER,2020-03-29,AREQUIPA,CAYLLOMA,MAJES,1,1
Peru,PER,2020-03-29,CALLAO,LIMA,SAN MARTIN DE PORRES,1,1
Peru,PER,2020-03-29,CALLAO,LIMA,SAN MIGUEL,1,2
Peru,PER,2020-03-29,LAMBAYEQUE,CHICLAYO,MONSEFU,1,1
Peru,PER,2020-03-29,LIMA,LIMA,BREÑA,1,1
Peru,PER,2020-03-29,LIMA,LIMA,LIMA,2,3
Peru,PER,2020-03-29,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,5
Peru,PER,2020-03-29,LIMA,LIMA,SAN MARTIN DE PORRES,1,6
Peru,PER,2020-03-29,LIMA,LIMA,VILLA EL SALVADOR,1,7
Peru,PER,2020-03-29,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,1
Peru,PER,2020-03-30,JUNIN,HUANCAYO,EL TAMBO,1,1
Peru,PER,2020-03-30,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-03-30,LAMBAYEQUE,CHICLAYO,ETEN,1,2
Peru,PER,2020-03-30,LIMA,LIMA,EL AGUSTINO,1,1
Peru,PER,2020-03-30,LIMA,LIMA,LIMA,1,2
Peru,PER,2020-03-30,LIMA,LIMA,PUEBLO LIBRE,1,3
Peru,PER,2020-03-30,LIMA,LIMA,SAN ISIDRO,1,4
Peru,PER,2020-03-30,LIMA,LIMA,SANTIAGO DE SURCO,1,5
Peru,PER,2020-03-30,LORETO,MAYNAS,BELEN,1,1
Peru,PER,2020-03-30,LORETO,MAYNAS,INDIANA,1,2
Peru,PER,2020-03-30,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-03-31,AREQUIPA,AREQUIPA,CAYMA,1,1
Peru,PER,2020-03-31,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-03-31,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-03-31,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,1
Peru,PER,2020-03-31,LIMA,HUAURA,HUACHO,1,1
Peru,PER,2020-03-31,LIMA,LIMA,CHORRILLOS,1,1
Peru,PER,2020-03-31,LIMA,LIMA,INDEPENDENCIA,1,2
Peru,PER,2020-03-31,LIMA,LIMA,LIMA,2,4
Peru,PER,2020-03-31,LIMA,LIMA,PUEBLO LIBRE,2,6
Peru,PER,2020-03-31,LIMA,LIMA,PUENTE PIEDRA,1,7
Peru,PER,2020-03-31,LIMA,LIMA,RIMAC,1,8
Peru,PER,2020-03-31,LIMA,LIMA,SAN LUIS,1,9
Peru,PER,2020-03-31,LIMA,LIMA,SAN MARTIN DE PORRES,1,10
Peru,PER,2020-03-31,LIMA,LIMA,SANTA ANITA,1,11
Peru,PER,2020-03-31,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1,1
Peru,PER,2020-04-01,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-01,CALLAO,CALLAO,LA PERLA,1,3
Peru,PER,2020-04-01,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-04-01,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,1,1
Peru,PER,2020-04-01,LIMA,LIMA,COMAS,1,1
Peru,PER,2020-04-01,LIMA,LIMA,LOS OLIVOS,1,2
Peru,PER,2020-04-01,LIMA,LIMA,MIRAFLORES,1,3
Peru,PER,2020-04-01,LIMA,LIMA,RIMAC,1,4
Peru,PER,2020-04-01,LIMA,LIMA,SAN MARTIN DE PORRES,1,5
Peru,PER,2020-04-01,LIMA,LIMA,SANTIAGO DE SURCO,1,6
Peru,PER,2020-04-01,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-04-02,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-02,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-04-02,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-04-02,LIMA,LIMA,ATE,1,1
Peru,PER,2020-04-02,LIMA,LIMA,INDEPENDENCIA,1,2
Peru,PER,2020-04-02,LIMA,LIMA,LA MOLINA,1,3
Peru,PER,2020-04-02,LIMA,LIMA,LA VICTORIA,1,4
Peru,PER,2020-04-02,LIMA,LIMA,PACHACAMAC,1,5
Peru,PER,2020-04-02,LIMA,LIMA,SAN MARTIN DE PORRES,1,6
Peru,PER,2020-04-02,LIMA,NA,NA,1,1
Peru,PER,2020-04-02,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-04-02,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-03,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-03,ICA,ICA,SALAS,1,1
Peru,PER,2020-04-03,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,1
Peru,PER,2020-04-03,LAMBAYEQUE,CHICLAYO,MONSEFU,1,2
Peru,PER,2020-04-03,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-04-03,LIMA,HUARAL,CHANCAY,1,1
Peru,PER,2020-04-03,LIMA,LIMA,ATE,2,2
Peru,PER,2020-04-03,LIMA,LIMA,BREÑA,1,3
Peru,PER,2020-04-03,LIMA,LIMA,COMAS,2,5
Peru,PER,2020-04-03,LIMA,LIMA,EL AGUSTINO,2,7
Peru,PER,2020-04-03,LIMA,LIMA,LA MOLINA,1,8
Peru,PER,2020-04-03,LIMA,LIMA,LA VICTORIA,1,9
Peru,PER,2020-04-03,LIMA,LIMA,LIMA,1,10
Peru,PER,2020-04-03,LIMA,LIMA,LURIGANCHO,1,11
Peru,PER,2020-04-03,LIMA,LIMA,MIRAFLORES,1,12
Peru,PER,2020-04-03,LIMA,LIMA,RIMAC,1,13
Peru,PER,2020-04-03,LIMA,LIMA,SAN BORJA,1,14
Peru,PER,2020-04-03,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,16
Peru,PER,2020-04-03,LIMA,LIMA,SAN MARTIN DE PORRES,2,18
Peru,PER,2020-04-03,LIMA,LIMA,SANTA ANITA,1,19
Peru,PER,2020-04-03,LIMA,LIMA,SURQUILLO,1,20
Peru,PER,2020-04-03,LIMA,LIMA,VILLA EL SALVADOR,1,21
Peru,PER,2020-04-03,PIURA,PIURA,PIURA,1,1
Peru,PER,2020-04-03,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-04,AREQUIPA,AREQUIPA,CAYMA,1,1
Peru,PER,2020-04-04,AREQUIPA,AREQUIPA,MARIANO MELGAR,1,2
Peru,PER,2020-04-04,AREQUIPA,AREQUIPA,PAUCARPATA,1,3
Peru,PER,2020-04-04,AREQUIPA,AREQUIPA,YANAHUARA,2,5
Peru,PER,2020-04-04,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-04,HUANCAVELICA,HUAROCHIRI,SANTA EULALIA,1,1
Peru,PER,2020-04-04,ICA,ICA,SANTIAGO,1,1
Peru,PER,2020-04-04,JUNIN,HUANCAYO,HUANCAYO,1,1
Peru,PER,2020-04-04,LA LIBERTAD,ASCOPE,RAZURI,1,1
Peru,PER,2020-04-04,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-04-04,LAMBAYEQUE,CHICLAYO,MONSEFU,1,2
Peru,PER,2020-04-04,LAMBAYEQUE,CHICLAYO,REQUE,1,3
Peru,PER,2020-04-04,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-04-04,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,2
Peru,PER,2020-04-04,LIMA,LIMA,ATE,2,2
Peru,PER,2020-04-04,LIMA,LIMA,BREÑA,1,3
Peru,PER,2020-04-04,LIMA,LIMA,CARABAYLLO,1,4
Peru,PER,2020-04-04,LIMA,LIMA,CHACLACAYO,1,5
Peru,PER,2020-04-04,LIMA,LIMA,CHORRILLOS,1,6
Peru,PER,2020-04-04,LIMA,LIMA,LIMA,2,8
Peru,PER,2020-04-04,LIMA,LIMA,LOS OLIVOS,2,10
Peru,PER,2020-04-04,LIMA,LIMA,RIMAC,1,11
Peru,PER,2020-04-04,LIMA,LIMA,SAN ISIDRO,1,12
Peru,PER,2020-04-04,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,14
Peru,PER,2020-04-04,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,15
Peru,PER,2020-04-04,LIMA,LIMA,SAN MARTIN DE PORRES,1,16
Peru,PER,2020-04-04,LIMA,LIMA,SANTA ANITA,2,18
Peru,PER,2020-04-04,LIMA,LIMA,SANTIAGO DE SURCO,3,21
Peru,PER,2020-04-04,LIMA,LIMA,SURQUILLO,2,23
Peru,PER,2020-04-04,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-04,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,2,2
Peru,PER,2020-04-04,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-04,UCAYALI,NULL,NULL,1,1
Peru,PER,2020-04-05,ANCASH,SANTA,SANTA,1,1
Peru,PER,2020-04-05,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-05,CALLAO,LIMA,PUENTE PIEDRA,1,1
Peru,PER,2020-04-05,LAMBAYEQUE,CHICLAYO,MONSEFU,1,1
Peru,PER,2020-04-05,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-04-05,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,1,1
Peru,PER,2020-04-05,LIMA,HUAURA,HUAURA,1,1
Peru,PER,2020-04-05,LIMA,LIMA,COMAS,1,1
Peru,PER,2020-04-05,LIMA,LIMA,JESUS MARIA,1,2
Peru,PER,2020-04-05,LIMA,LIMA,LA VICTORIA,1,3
Peru,PER,2020-04-05,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,4
Peru,PER,2020-04-05,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-06,CALLAO,CALLAO,BELLAVISTA,1,1
Peru,PER,2020-04-06,CALLAO,CALLAO,LA PERLA,1,2
Peru,PER,2020-04-06,CALLAO,CALLAO,VENTANILLA,1,3
Peru,PER,2020-04-06,CALLAO,LIMA,LIMA,1,1
Peru,PER,2020-04-06,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,1
Peru,PER,2020-04-06,LAMBAYEQUE,CHICLAYO,PIMENTEL,1,1
Peru,PER,2020-04-06,LAMBAYEQUE,CHICLAYO,SANTA ROSA,1,2
Peru,PER,2020-04-06,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-04-06,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,2
Peru,PER,2020-04-06,LIMA,CALLAO,VENTANILLA,1,1
Peru,PER,2020-04-06,LIMA,LIMA,ATE,1,1
Peru,PER,2020-04-06,LIMA,LIMA,COMAS,2,3
Peru,PER,2020-04-06,LIMA,LIMA,EL AGUSTINO,1,4
Peru,PER,2020-04-06,LIMA,LIMA,LA VICTORIA,1,5
Peru,PER,2020-04-06,LIMA,LIMA,LOS OLIVOS,2,7
Peru,PER,2020-04-06,LIMA,LIMA,LURIN,1,8
Peru,PER,2020-04-06,LIMA,LIMA,MAGDALENA DEL MAR,1,9
Peru,PER,2020-04-06,LIMA,LIMA,PUEBLO LIBRE,1,10
Peru,PER,2020-04-06,LIMA,LIMA,RIMAC,1,11
Peru,PER,2020-04-06,LIMA,LIMA,SAN ISIDRO,1,12
Peru,PER,2020-04-06,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,13
Peru,PER,2020-04-06,LIMA,LIMA,SAN MARTIN DE PORRES,1,14
Peru,PER,2020-04-06,LIMA,NA,NA,1,1
Peru,PER,2020-04-06,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,1
Peru,PER,2020-04-06,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-07,ANCASH,SANTA,NUEVO CHIMBOTE,1,1
Peru,PER,2020-04-07,ANCASH,SANTA,SANTA,2,3
Peru,PER,2020-04-07,CALLAO,CALLAO,VENTANILLA,1,1
Peru,PER,2020-04-07,CALLAO,LIMA,SAN MARTIN DE PORRES,1,1
Peru,PER,2020-04-07,LAMBAYEQUE,CHICLAYO,MONSEFU,1,1
Peru,PER,2020-04-07,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,1
Peru,PER,2020-04-07,LIMA,LIMA,ANCON,1,1
Peru,PER,2020-04-07,LIMA,LIMA,ATE,1,2
Peru,PER,2020-04-07,LIMA,LIMA,CHORRILLOS,2,4
Peru,PER,2020-04-07,LIMA,LIMA,COMAS,2,6
Peru,PER,2020-04-07,LIMA,LIMA,LIMA,2,8
Peru,PER,2020-04-07,LIMA,LIMA,PUEBLO LIBRE,1,9
Peru,PER,2020-04-07,LIMA,LIMA,SAN BORJA,1,10
Peru,PER,2020-04-07,LIMA,LIMA,SAN MARTIN DE PORRES,1,11
Peru,PER,2020-04-07,LIMA,LIMA,SURQUILLO,1,12
Peru,PER,2020-04-07,LIMA,NA,NA,1,1
Peru,PER,2020-04-07,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-07,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-07,PIURA,PIURA,PIURA,1,1
Peru,PER,2020-04-08,ANCASH,HUARAZ,HUARAZ,1,1
Peru,PER,2020-04-08,ANCASH,SANTA,SANTA,1,1
Peru,PER,2020-04-08,CALLAO,CALLAO,BELLAVISTA,1,1
Peru,PER,2020-04-08,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,2
Peru,PER,2020-04-08,LAMBAYEQUE,CHICLAYO,ETEN,1,3
Peru,PER,2020-04-08,LAMBAYEQUE,CHICLAYO,TUMAN,1,4
Peru,PER,2020-04-08,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-04-08,LAMBAYEQUE,LAMBAYEQUE,PACORA,1,1
Peru,PER,2020-04-08,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1,2
Peru,PER,2020-04-08,LAMBAYEQUE,LIMA,SAN JUAN DE LURIGANCHO,1,1
Peru,PER,2020-04-08,LIMA,CAÑETE,IMPERIAL,1,1
Peru,PER,2020-04-08,LIMA,HUAURA,HUACHO,1,1
Peru,PER,2020-04-08,LIMA,LIMA,ATE,4,4
Peru,PER,2020-04-08,LIMA,LIMA,COMAS,2,6
Peru,PER,2020-04-08,LIMA,LIMA,EL AGUSTINO,2,8
Peru,PER,2020-04-08,LIMA,LIMA,LIMA,1,9
Peru,PER,2020-04-08,LIMA,LIMA,LOS OLIVOS,1,10
Peru,PER,2020-04-08,LIMA,LIMA,PUEBLO LIBRE,1,11
Peru,PER,2020-04-08,LIMA,LIMA,RIMAC,1,12
Peru,PER,2020-04-08,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,14
Peru,PER,2020-04-08,LIMA,LIMA,SAN MARTIN DE PORRES,6,20
Peru,PER,2020-04-08,LIMA,LIMA,SANTIAGO DE SURCO,2,22
Peru,PER,2020-04-08,LORETO,MAYNAS,PUNCHANA,1,1
Peru,PER,2020-04-08,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-04-08,PIURA,PIURA,PIURA,1,2
Peru,PER,2020-04-09,CALLAO,CALLAO,BELLAVISTA,1,1
Peru,PER,2020-04-09,CALLAO,CALLAO,CALLAO,2,3
Peru,PER,2020-04-09,ICA,ICA,ICA,1,1
Peru,PER,2020-04-09,ICA,ICA,SUBTANJALLA,1,2
Peru,PER,2020-04-09,LAMBAYEQUE,CHICLAYO,CHICLAYO,4,4
Peru,PER,2020-04-09,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-04-09,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,3
Peru,PER,2020-04-09,LAMBAYEQUE,LAMBAYEQUE,PACORA,1,1
Peru,PER,2020-04-09,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1,2
Peru,PER,2020-04-09,LIMA,CAÑETE,LUNAHUANA,1,1
Peru,PER,2020-04-09,LIMA,CAÑETE,NUEVO IMPERIAL,1,2
Peru,PER,2020-04-09,LIMA,HUAROCHIRI,SAN ANTONIO,1,1
Peru,PER,2020-04-09,LIMA,HUAURA,SANTA MARIA,1,1
Peru,PER,2020-04-09,LIMA,LIMA,ANCON,1,1
Peru,PER,2020-04-09,LIMA,LIMA,ATE,1,2
Peru,PER,2020-04-09,LIMA,LIMA,CARABAYLLO,1,3
Peru,PER,2020-04-09,LIMA,LIMA,CHORRILLOS,1,4
Peru,PER,2020-04-09,LIMA,LIMA,COMAS,2,6
Peru,PER,2020-04-09,LIMA,LIMA,JESUS MARIA,1,7
Peru,PER,2020-04-09,LIMA,LIMA,LIMA,1,8
Peru,PER,2020-04-09,LIMA,LIMA,MAGDALENA DEL MAR,1,9
Peru,PER,2020-04-09,LIMA,LIMA,PUENTE PIEDRA,1,10
Peru,PER,2020-04-09,LIMA,LIMA,RIMAC,1,11
Peru,PER,2020-04-09,LIMA,LIMA,SAN MARTIN DE PORRES,2,13
Peru,PER,2020-04-09,LIMA,LIMA,SANTA ANITA,3,16
Peru,PER,2020-04-09,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-09,PIURA,PIURA,TAMBO GRANDE,1,1
Peru,PER,2020-04-09,TUMBES,TUMBES,TUMBES,2,2
Peru,PER,2020-04-10,CALLAO,CALLAO,CALLAO,3,3
Peru,PER,2020-04-10,CALLAO,CALLAO,VENTANILLA,1,4
Peru,PER,2020-04-10,ICA,PISCO,PISCO,1,1
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,2
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,ETEN,1,3
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,4
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,MONSEFU,1,5
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,PICSI,1,6
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,SANTA ROSA,1,7
Peru,PER,2020-04-10,LAMBAYEQUE,CHICLAYO,TUMAN,1,8
Peru,PER,2020-04-10,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-04-10,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,2,3
Peru,PER,2020-04-10,LAMBAYEQUE,PIURA,CASTILLA,1,1
Peru,PER,2020-04-10,LIMA,HUAURA,HUACHO,1,1
Peru,PER,2020-04-10,LIMA,LIMA,COMAS,1,1
Peru,PER,2020-04-10,LIMA,LIMA,LIMA,2,3
Peru,PER,2020-04-10,LIMA,LIMA,SAN ISIDRO,1,4
Peru,PER,2020-04-10,LIMA,LIMA,SAN JUAN DE LURIGANCHO,3,7
Peru,PER,2020-04-10,LIMA,LIMA,SAN MARTIN DE PORRES,1,8
Peru,PER,2020-04-10,LIMA,LIMA,SAN MIGUEL,1,9
Peru,PER,2020-04-10,LIMA,LIMA,SANTA ANITA,1,10
Peru,PER,2020-04-10,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-10,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,2
Peru,PER,2020-04-10,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-10,PIURA,PIURA,CASTILLA,3,3
Peru,PER,2020-04-10,PIURA,PIURA,LAS LOMAS,1,4
Peru,PER,2020-04-10,PIURA,PIURA,PIURA,1,5
Peru,PER,2020-04-10,UCAYALI,CORONEL PORTILLO,CALLERIA,1,1
Peru,PER,2020-04-11,CALLAO,CALLAO,MI PERU,1,1
Peru,PER,2020-04-11,ICA,ICA,ICA,1,1
Peru,PER,2020-04-11,ICA,PISCO,SAN ANDRES,1,1
Peru,PER,2020-04-11,LAMBAYEQUE,CHICLAYO,ETEN,1,1
Peru,PER,2020-04-11,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,5,6
Peru,PER,2020-04-11,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-04-11,LIMA,CALLAO,CALLAO,1,1
Peru,PER,2020-04-11,LIMA,CAÑETE,NUEVO IMPERIAL,1,1
Peru,PER,2020-04-11,LIMA,HUARAL,CHANCAY,1,1
Peru,PER,2020-04-11,LIMA,LIMA,ATE,1,1
Peru,PER,2020-04-11,LIMA,LIMA,CARABAYLLO,1,2
Peru,PER,2020-04-11,LIMA,LIMA,CHACLACAYO,2,4
Peru,PER,2020-04-11,LIMA,LIMA,INDEPENDENCIA,1,5
Peru,PER,2020-04-11,LIMA,LIMA,JESUS MARIA,1,6
Peru,PER,2020-04-11,LIMA,LIMA,LA MOLINA,1,7
Peru,PER,2020-04-11,LIMA,LIMA,LA VICTORIA,1,8
Peru,PER,2020-04-11,LIMA,LIMA,LIMA,2,10
Peru,PER,2020-04-11,LIMA,LIMA,LURIGANCHO,1,11
Peru,PER,2020-04-11,LIMA,LIMA,SAN BORJA,1,12
Peru,PER,2020-04-11,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,13
Peru,PER,2020-04-11,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2,15
Peru,PER,2020-04-11,LIMA,NULL,NULL,1,1
Peru,PER,2020-04-11,LIMA,NA,NA,1,1
Peru,PER,2020-04-11,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-11,PIURA,PIURA,PIURA,1,1
Peru,PER,2020-04-11,PIURA,TALARA,LOS ORGANOS,1,1
Peru,PER,2020-04-11,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-04-12,ANCASH,CARHUAZ,TINCO,1,1
Peru,PER,2020-04-12,AREQUIPA,AREQUIPA,MIRAFLORES,1,1
Peru,PER,2020-04-12,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-12,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-04-12,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,1,1
Peru,PER,2020-04-12,LA LIBERTAD,TRUJILLO,LAREDO,1,1
Peru,PER,2020-04-12,LA LIBERTAD,TRUJILLO,TRUJILLO,1,2
Peru,PER,2020-04-12,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-04-12,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1,2
Peru,PER,2020-04-12,LAMBAYEQUE,CHICLAYO,MONSEFU,1,3
Peru,PER,2020-04-12,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,3,3
Peru,PER,2020-04-12,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,1
Peru,PER,2020-04-12,LAMBAYEQUE,NULL,CHICLAYO,1,1
Peru,PER,2020-04-12,LIMA,LIMA,ATE,1,1
Peru,PER,2020-04-12,LIMA,LIMA,COMAS,2,3
Peru,PER,2020-04-12,LIMA,LIMA,EL AGUSTINO,1,4
Peru,PER,2020-04-12,LIMA,LIMA,INDEPENDENCIA,1,5
Peru,PER,2020-04-12,LIMA,LIMA,LINCE,1,6
Peru,PER,2020-04-12,LIMA,LIMA,PACHACAMAC,1,7
Peru,PER,2020-04-12,LIMA,LIMA,PUEBLO LIBRE,1,8
Peru,PER,2020-04-12,LIMA,LIMA,RIMAC,1,9
Peru,PER,2020-04-12,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,11
Peru,PER,2020-04-12,LIMA,LIMA,SAN JUAN DE MIRAFLORES,3,14
Peru,PER,2020-04-12,LIMA,LIMA,SAN LUIS,1,15
Peru,PER,2020-04-12,LIMA,LIMA,SAN MARTIN DE PORRES,4,19
Peru,PER,2020-04-12,LIMA,LIMA,SAN MIGUEL,1,20
Peru,PER,2020-04-12,LIMA,LIMA,SURQUILLO,1,21
Peru,PER,2020-04-12,LIMA,LIMA,VILLA EL SALVADOR,2,23
Peru,PER,2020-04-12,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,24
Peru,PER,2020-04-12,LIMA,NA,NA,1,1
Peru,PER,2020-04-12,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-04-12,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-04-12,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-12,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-13,ANCASH,SANTA,NUEVO CHIMBOTE,1,1
Peru,PER,2020-04-13,AREQUIPA,AREQUIPA,MIRAFLORES,1,1
Peru,PER,2020-04-13,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,1,1
Peru,PER,2020-04-13,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-13,CALLAO,CALLAO,VENTANILLA,1,3
Peru,PER,2020-04-13,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-04-13,ICA,PALPA,PALPA,1,1
Peru,PER,2020-04-13,ICA,PISCO,TUPAC AMARU INCA,1,1
Peru,PER,2020-04-13,LA LIBERTAD,ASCOPE,CHOCOPE,1,1
Peru,PER,2020-04-13,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,1,1
Peru,PER,2020-04-13,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,1,2
Peru,PER,2020-04-13,LAMBAYEQUE,NA,NA,1,1
Peru,PER,2020-04-13,LIMA,HUAURA,CALETA DE CARQUIN,1,1
Peru,PER,2020-04-13,LIMA,LIMA,ATE,2,2
Peru,PER,2020-04-13,LIMA,LIMA,CARABAYLLO,1,3
Peru,PER,2020-04-13,LIMA,LIMA,CHORRILLOS,1,4
Peru,PER,2020-04-13,LIMA,LIMA,COMAS,1,5
Peru,PER,2020-04-13,LIMA,LIMA,EL AGUSTINO,2,7
Peru,PER,2020-04-13,LIMA,LIMA,JESUS MARIA,1,8
Peru,PER,2020-04-13,LIMA,LIMA,LIMA,2,10
Peru,PER,2020-04-13,LIMA,LIMA,RIMAC,1,11
